St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",26y 20d,100 (44-1-55 44.50%),59 (0.59),←,
15,"Billings, Jack",18y 322d,12 (2-0-10 16.67%),12 (1.00),←,
21,"Delaney, Luke",25y 12d,41 (17-0-24 41.46%),1 (0.02),15 (3-0-12 20.00%),
24,"Dempster, Sean",30y 167d,175 (91-3-81 52.86%),20 (0.11),121 (56-3-62 47.52%),12 (0.10)
8,"Dennis-Lane, Trent",25y 310d,29 (14-0-15 48.28%),39 (1.34),10 (1-0-9 10.00%),9 (0.90)
38,"Dunell, Sam",24y 135d,11 (4-0-7 36.36%),1 (0.09),←,
36,"Dunstan, Luke",19y 158d,13 (3-0-10 23.08%),7 (0.54),←,
33,"Gwilt, James",27y 329d,120 (65-3-52 55.42%),21 (0.17),←,
18,"Longer, Billy",21y 55d,19 (2-0-17 10.53%),1 (0.05),10 (0-0-10 0.00%),1 (0.10)
41,"Minchington, Darren",20y 209d,5 (0-0-5 0.00%),6 (1.20),←,
11,"Montagna, Leigh",30y 246d,225 (125-4-96 56.44%),136 (0.60),←,
16,"Newnes, Jack",21y 132d,40 (12-0-28 30.00%),2 (0.05),←,
22,"Ray, Farren",28y 105d,190 (100-4-86 53.68%),55 (0.29),115 (65-3-47 57.83%),23 (0.20)
12,"Riewoldt, Nick",31y 262d,274 (139-5-130 51.64%),607 (2.22),←,
17,"Roberton, Dylan",23y 15d,60 (28-0-32 46.67%),7 (0.12),23 (6-0-17 26.09%),2 (0.09)
6,"Ross, Sebastian",21y 60d,22 (6-0-16 27.27%),3 (0.14),←,
5,"Savage, Shane",23y 182d,65 (43-0-22 66.15%),40 (0.62),9 (2-0-7 22.22%),3 (0.33)
13,"Schneider, Adam",30y 55d,206 (127-3-76 62.38%),247 (1.20),108 (67-2-39 62.96%),148 (1.37)
39,"Shenton, Cameron",23y 282d,9 (1-0-8 11.11%),2 (0.22),←,
28,"Stanley, Rhys",23y 217d,51 (20-0-31 39.22%),32 (0.63),←,
3,"Steven, Jack",24y 100d,85 (34-1-50 40.59%),63 (0.74),←,
44,"Weller, Maverick",22y 143d,41 (6-0-35 14.63%),5 (0.12),9 (0-0-9 0.00%),2 (0.22)
Totals,Totals,24y 259d,1793 (883-24-886 49.25%),1366 (0.76),,
C,"Richardson, Alan",49y 50d,16 (3-0-13 18.75%),,15 (3-0-12 20.00%),
