Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
18,"Betts, Eddie",27y 138d,188 (76-3-109 41.22%),298 (1.59),4 (1-0-3 25.00%),8 (2.00)
16,"Brown, Luke",21y 203d,28 (13-0-15 46.43%),2 (0.07),←,
44,"Crouch, Matt",18y 357d,2 (1-0-1 50.00%),1 (0.50),←,
32,"Dangerfield, Patrick",24y 8d,113 (57-0-56 50.44%),129 (1.14),←,
26,"Douglas, Richard",27y 66d,139 (70-0-69 50.36%),99 (0.71),←,
41,"Hartigan, Kyle",22y 157d,5 (3-0-2 60.00%),,←,
24,"Jacobs, Sam",26y 3d,86 (42-0-44 48.84%),18 (0.21),69 (35-0-34 50.72%),15 (0.22)
10,"Jaensch, Matthew",24y 207d,49 (21-0-28 42.86%),20 (0.41),←,
4,"Jenkins, Josh",25y 64d,30 (16-0-14 53.33%),39 (1.30),←,
17,"Kerridge, Sam",20y 352d,16 (7-0-9 43.75%),15 (0.94),←,
29,"Laird, Rory",20y 105d,20 (10-0-10 50.00%),1 (0.05),←,
14,"Mackay, David",25y 262d,109 (62-0-47 56.88%),33 (0.30),←,
36,"Martin, Brodie",25y 158d,20 (9-0-11 45.00%),4 (0.20),←,
23,"Petrenko, Jared",24y 112d,73 (33-0-40 45.21%),47 (0.64),←,
1,"Podsiadly, James",32y 215d,87 (63-0-24 72.41%),174 (2.00),4 (1-0-3 25.00%),5 (1.25)
3,"Reilly, Brent",30y 152d,196 (107-0-89 54.59%),52 (0.27),←,
25,"Rutten, Ben",30y 320d,219 (124-0-95 56.62%),8 (0.04),←,
9,"Sloane, Rory",24y 27d,82 (42-0-40 51.22%),51 (0.62),←,
33,"Smith, Brodie",22y 89d,58 (31-0-27 53.45%),12 (0.21),←,
12,"Talia, Daniel",22y 193d,58 (32-0-26 55.17%),4 (0.07),←,
5,"Thompson, Scott",31y 30d,249 (136-0-113 54.62%),147 (0.59),210 (118-0-92 56.19%),130 (0.62)
11,"Wright, Matthew",24y 120d,62 (31-0-31 50.00%),46 (0.74),←,
Totals,Totals,25y 36d,1889 (986-3-900 52.20%),1200 (0.64),,
C,"Sanderson, Brenton",40y 45d,51 (29-0-22 56.86%),,←,
