Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
2,"Arnott, Simon",21y 85d,16 (10-1-5 65.63%),6 (0.38),←,
31,"Carey, Stefan",21y 105d,8 (3-1-4 43.75%),4 (0.50),←,
41,"Cook, Troy",20y 271d,4 (3-0-1 75.00%),1 (0.25),←,
8,"Cresswell, Daryn",25y 353d,100 (32-1-67 32.50%),81 (0.81),←,
6,"Dunkley, Andrew",28y 315d,105 (36-2-67 35.24%),7 (0.07),←,
12,"Dyson, Kevin",30y 6d,98 (53-1-44 54.59%),28 (0.29),28 (18-1-9 66.07%),3 (0.11)
9,"Grant, Shannon",20y 21d,42 (23-1-18 55.95%),22 (0.52),←,
14,"Kelly, Paul",27y 286d,144 (44-3-97 31.60%),91 (0.63),←,
25,"King, Clinton",19y 47d,8 (5-0-3 62.50%),4 (0.50),←,
39,"Kinnear, Mark",17y 262d,2 (1-0-1 50.00%),1 (0.50),←,
3,"Lewis, Dale",28y 6d,119 (33-2-84 28.57%),130 (1.09),←,
4,"Lockett, Tony",31y 62d,228 (94-1-133 41.45%),1136 (4.98),45 (26-1-18 58.89%),238 (5.29)
11,"Maxfield, Stuart",25y 31d,119 (56-2-61 47.90%),84 (0.71),30 (21-1-8 71.67%),19 (0.63)
23,"Nicks, Matthew",21y 362d,11 (8-0-3 72.73%),3 (0.27),←,
5,"OBrien, Craig",27y 68d,98 (50-2-46 52.04%),181 (1.85),25 (15-1-9 62.00%),49 (1.96)
19,"OLoughlin, Michael",20y 79d,43 (24-1-18 56.98%),41 (0.95),←,
24,"Orchard, Mark",21y 38d,19 (8-1-10 44.74%),6 (0.32),7 (3-0-4 42.86%),2 (0.29)
1,"Roos, Paul",33y 317d,320 (138-1-181 43.28%),284 (0.89),51 (28-1-22 55.88%),14 (0.27)
7,"Seymour, Brad",21y 7d,47 (22-1-24 47.87%),2 (0.04),←,
15,"Stafford, Greg",22y 256d,46 (19-1-26 42.39%),7 (0.15),←,
33,"Warfe, Rowan",20y 321d,28 (2-0-26 7.14%),1 (0.04),2 (1-0-1 50.00%),
Totals,Totals,24y 35d,1605 (664-22-919 41.37%),2120 (1.32),,
C,"Eade, Rodney",39y 36d,32 (21-1-10 67.19%),,←,
