Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
17,"Chick, Daniel",23y 136d,74 (31-2-41 43.24%),88 (1.19),←,
23,"Collica, Michael",21y 352d,13 (5-1-7 42.31%),2 (0.15),←,
9,"Crawford, Shane",24y 290d,127 (59-2-66 47.24%),90 (0.71),←,
24,"Croad, Trent",19y 109d,30 (12-1-17 41.67%),11 (0.37),←,
28,"Dennis, Matthew",21y 135d,5 (1-1-3 30.00%),,←,
19,"Dixon, Ben",22y 12d,42 (19-1-22 46.43%),54 (1.29),←,
34,"Graham, Mark",26y 105d,112 (48-2-62 43.75%),36 (0.32),←,
5,"Harford, Daniel",22y 99d,87 (35-1-51 40.80%),36 (0.41),←,
13,"Hassall, Jon",25y 316d,89 (34-2-53 39.33%),15 (0.17),39 (15-0-24 38.46%),3 (0.08)
3,"Hay, Jonathan",19y 317d,34 (10-1-23 30.88%),3 (0.09),←,
2,"Holland, Nick",24y 332d,90 (36-2-52 41.11%),117 (1.30),←,
14,"Krummel, Brendan",27y 2d,71 (31-1-39 44.37%),48 (0.68),61 (25-1-35 41.80%),45 (0.74)
37,"Lekkas, Angelo",22y 362d,60 (22-1-37 37.50%),12 (0.20),←,
15,"Lord, Aaron",23y 340d,88 (43-2-43 50.00%),91 (1.03),56 (20-1-35 36.61%),72 (1.29)
7,"McCabe, Luke",22y 320d,63 (27-1-35 43.65%),4 (0.06),←,
32,"Rock, Anthony",28y 270d,185 (111-1-73 60.27%),141 (0.76),7 (3-1-3 50.00%),3 (0.43)
4,"Salmon, Paul",34y 157d,281 (152-4-125 54.80%),542 (1.93),72 (29-2-41 41.67%),33 (0.46)
6,"Taylor, Richard",25y 347d,87 (36-2-49 42.53%),36 (0.41),←,
16,"Thompson, Nathan",21y 132d,11 (5-1-5 50.00%),7 (0.64),←,
22,"Turvey, Nathan",21y 252d,5 (3-0-2 60.00%),,←,
21,"Vandenberg, Richard",22y 163d,11 (3-1-7 31.82%),2 (0.18),←,
30,"Woods, Tony",29y 359d,126 (52-2-72 42.06%),26 (0.21),95 (36-2-57 38.95%),16 (0.17)
Totals,Totals,24y 90d,1691 (775-32-884 45.83%),1361 (0.80),,
C,"Judge, Ken",41y 162d,80 (32-2-46 41.25%),,←,
