Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
24,"Bryan, Nick",23y 156d,22 (6-0-16 27.27%),2 (0.09),←,
30,"Caddy, Nate",19y 256d,13 (5-0-8 38.46%),11 (0.85),←,
6,"Caldwell, Jye",24y 180d,81 (32-1-48 40.12%),28 (0.35),70 (29-1-40 42.14%),27 (0.39)
2,"Draper, Sam",26y 180d,76 (28-1-47 37.50%),42 (0.55),←,
22,"Durham, Sam",23y 261d,74 (33-1-40 45.27%),21 (0.28),←,
28,"Duursma, Xavier",24y 263d,91 (56-1-34 62.09%),44 (0.48),18 (9-1-8 52.78%),11 (0.61)
45,"Edwards, Tom",24y 311d,2 (1-0-1 50.00%),3 (1.50),←,
41,"El-Hawli, Saad",23y 316d,1 (1-0-0 100.00%),,←,
11,"Gresham, Jade",27y 215d,161 (75-2-84 47.20%),158 (0.98),25 (11-1-13 46.00%),22 (0.88)
8,"Hobbs, Ben",21y 192d,50 (20-1-29 41.00%),16 (0.32),←,
23,"Jones, Harry",24y 30d,55 (27-1-27 50.00%),54 (0.98),←,
10,"Kako, Isaac",19y 20d,3 (1-0-2 33.33%),3 (1.00),←,
37,"Martin, Nic",23y 358d,70 (30-1-39 43.57%),53 (0.76),←,
1,"McGrath, Andrew",26y 298d,160 (75-2-83 47.50%),20 (0.13),←,
32,"McKay, Ben",27y 93d,97 (20-2-75 21.65%),1 (0.01),26 (12-1-13 48.08%),
29,"Menzie, Jye",22y 150d,39 (18-0-21 46.15%),28 (0.72),←,
7,"Merrett, Zach",29y 175d,232 (100-3-129 43.75%),84 (0.36),←,
25,"Prior, Jaxon",23y 296d,42 (29-1-12 70.24%),11 (0.26),3 (1-0-2 33.33%),
27,"Redman, Mason",27y 213d,127 (58-2-67 46.46%),21 (0.17),←,
31,"Reid, Zach",23y 25d,12 (3-0-9 25.00%),,←,
14,"Ridley, Jordan",26y 158d,96 (40-1-55 42.19%),2 (0.02),←,
21,"Roberts, Archie",19y 129d,7 (2-0-5 28.57%),2 (0.29),←,
9,"Shiel, Dylan",32y 18d,223 (94-4-125 43.05%),91 (0.41),88 (35-1-52 40.34%),27 (0.31)
Totals,Totals,24y 218d,1734 (754-24-956 43.48%),695 (0.40),,
C,"Scott, Brad",48y 328d,260 (129-1-130 49.81%),,49 (23-1-25 47.96%),
