Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
8,"Bond, Troy",22y 9d,28 (18-0-10 64.29%),26 (0.93),←,
21,"Bradley, Craig",31y 273d,217 (135-2-80 62.67%),162 (0.75),←,
20,"Brown, Fraser",24y 339d,100 (58-1-41 58.50%),62 (0.62),←,
16,"Camporeale, Scott",19y 346d,16 (14-0-2 87.50%),6 (0.38),←,
39,"Christou, Ang",23y 188d,64 (45-1-18 71.09%),14 (0.22),←,
6,"Clape, Matt",26y 56d,43 (33-0-10 76.74%),34 (0.79),14 (12-0-2 85.71%),20 (1.43)
35,"Dean, Peter",30y 136d,201 (128-1-72 63.93%),29 (0.14),←,
26,"Harrison, Ben",20y 187d,2 (2-0-0 100.00%),,←,
43,"Koutoufides, Anthony",22y 186d,52 (33-1-18 64.42%),19 (0.37),←,
44,"Madden, Justin",34y 53d,302 (189-2-111 62.91%),185 (0.61),257 (159-2-96 62.26%),165 (0.64)
22,"Manton, Glenn",22y 52d,25 (15-0-10 60.00%),5 (0.20),4 (4-0-0 100.00%),1 (0.25)
5,"McKay, Andrew",25y 9d,62 (44-1-17 71.77%),12 (0.19),←,
10,"Mitchell, Barry",29y 228d,217 (104-2-111 48.39%),247 (1.14),34 (26-0-8 76.47%),25 (0.74)
19,"Pearce, Brad",23y 341d,19 (15-0-4 78.95%),30 (1.58),17 (15-0-2 88.24%),29 (1.71)
7,"Ratten, Brett",24y 12d,88 (53-0-35 60.23%),19 (0.22),←,
23,"Rice, Dean",27y 128d,126 (53-1-72 42.46%),50 (0.40),10 (8-0-2 80.00%),7 (0.70)
14,"Sexton, Michael",24y 140d,98 (61-1-36 62.76%),9 (0.09),←,
1,"Silvagni, Stephen",28y 53d,180 (117-1-62 65.28%),121 (0.67),←,
11,"Spalding, Earl",30y 134d,186 (124-1-61 66.94%),136 (0.73),77 (54-1-22 70.78%),73 (0.95)
32,"Whitehead, Adrian",19y 332d,24 (20-0-4 83.33%),,←,
2,"Williams, Greg",31y 296d,211 (124-1-86 59.00%),178 (0.84),70 (48-1-21 69.29%),50 (0.71)
Totals,Totals,25y 306d,2261 (1385-16-860 61.26%),1344 (0.59),,
C,"Parkin, David",52y 314d,390 (232-2-156 59.74%),,227 (145-2-80 64.32%),
