Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
47,"Beams, Ben",7,3,4,11,,,,,1.0,2.0,2.0,3.0,,,,2.0,9.0,,,,,,
32,"Bruce, Cameron",5,2,2,7,3,1.0,,,,,,,1.0,,,4.0,3.0,1.0,2.0,,,,
33,"Farmer, Jeff",15,5,5,20,7,2.0,,,,3.0,1.0,2.0,1.0,,1.0,12.0,6.0,2.0,5.0,1.0,,,
21,"Febey, Steven",15,4,5,20,,1.0,,1.0,2.0,8.0,2.0,3.0,,1.0,,2.0,18.0,,,,1.0,,
18,"Green, Brad",8,2,,8,1,1.0,,2.0,,3.0,,,2.0,,,5.0,3.0,,1.0,,,,
4,"Grgic, Brent",12,3,5,17,,,,2.0,3.0,3.0,1.0,2.0,1.0,,,8.0,9.0,1.0,,2.0,,,
27,"Ingerson, Anthony",4,3,1,5,,,3.0,,2.0,,,,,,,1.0,4.0,,,2.0,,,
36,"Leoncelli, Andrew",18,9,12,30,1,1.0,,2.0,4.0,5.0,6.0,1.0,1.0,,,6.0,25.0,,1.0,2.0,,,
35,"McDonald, Anthony",17,9,6,23,,2.0,,1.0,1.0,8.0,2.0,1.0,1.0,2.0,,9.0,14.0,1.0,1.0,1.0,,,
23,"McDonald, James",5,2,4,9,,,,,1.0,3.0,1.0,,1.0,,,2.0,9.0,,,,,,
9,"Neitz, David",13,10,3,16,,,,1.0,3.0,1.0,,2.0,1.0,1.0,2.0,7.0,8.0,4.0,,1.0,,,
7,"Powell, Stephen",15,5,11,26,2,3.0,,3.0,2.0,6.0,4.0,2.0,1.0,,,9.0,14.0,1.0,2.0,3.0,,,
43,"Rigoni, Guy",18,3,10,28,,1.0,,,,6.0,5.0,2.0,,,,9.0,16.0,,,2.0,,,
24,"Robertson, Russell",13,8,3,16,2,1.0,1.0,1.0,,4.0,,4.0,3.0,1.0,,4.0,11.0,1.0,4.0,1.0,1.0,,
5,"Schwarz, David",6,4,6,12,1,1.0,2.0,,,2.0,4.0,3.0,1.0,3.0,,10.0,3.0,2.0,2.0,3.0,,,
46,"Simmonds, Troy",1,,1,2,,,5.0,,,,,,,1.0,,,2.0,,,1.0,,,
42,"Walsh, Peter",12,5,10,22,1,,,3.0,8.0,2.0,2.0,1.0,1.0,,,11.0,11.0,,,4.0,2.0,,
31,"Wheatley, Paul",10,4,3,13,1,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,,,6.0,7.0,1.0,,2.0,,,
45,"Whelan, Matthew",5,2,6,11,,,,1.0,1.0,1.0,1.0,,3.0,2.0,,9.0,3.0,,,2.0,,,
34,"White, Jeff",14,12,10,24,1,,19.0,,2.0,4.0,2.0,1.0,,2.0,3.0,8.0,16.0,4.0,,2.0,,,
22,"Woewodin, Shane",7,1,6,13,,,,3.0,,2.0,6.0,4.0,1.0,,,11.0,3.0,1.0,,1.0,,,
13,"Yze, Adem",19,4,4,23,,,,2.0,1.0,9.0,,2.0,1.0,1.0,,4.0,20.0,1.0,,,2.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,239,100,117,356,20,18.0,31.0,23.0,32.0,77.0,40.0,35.0,21.0,14.0,6.0,139.0,214.0,20.0,18.0,30.0,6.0,,
Opposition,Opposition,191,80,106,297,12,5.0,25.0,25.0,50.0,47.0,34.0,29.0,14.0,21.0,,107.0,185.0,9.0,9.0,24.0,14.0,,
