Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",25y 169d,70 (37-0-33 52.86%),13 (0.19),←,
19,"Betts, Eddie",25y 195d,155 (62-3-90 40.97%),241 (1.55),←,
21,"Bootsma, Josh",19y 107d,4 (2-0-2 50.00%),,←,
16,"Collins, Andrew",23y 204d,30 (9-1-20 31.67%),24 (0.80),5 (1-1-3 30.00%),1 (0.20)
34,"Duigan, Nick",27y 275d,29 (17-1-11 60.34%),1 (0.03),←,
46,"Ellard, David",23y 87d,33 (19-0-14 57.58%),21 (0.64),←,
38,"Garlett, Jeff",22y 310d,65 (38-1-26 59.23%),113 (1.74),←,
4,"Gibbs, Bryce",23y 85d,123 (58-1-64 47.56%),65 (0.53),←,
22,"Hampson, Shaun",24y 79d,55 (30-1-24 55.45%),28 (0.51),←,
23,"Henderson, Lachie",22y 177d,58 (29-1-28 50.86%),32 (0.55),43 (21-1-21 50.00%),29 (0.67)
40,"Jamison, Michael",25y 363d,80 (38-1-41 48.13%),1 (0.01),←,
45,"Joseph, Aaron",22y 340d,62 (33-0-29 53.23%),9 (0.15),←,
5,"Judd, Chris",28y 274d,232 (136-3-93 59.27%),200 (0.86),98 (52-1-45 53.57%),62 (0.63)
8,"Kreuzer, Matthew",23y 26d,78 (43-0-35 55.13%),44 (0.56),←,
14,"McLean, Brock",26y 89d,108 (44-1-63 41.20%),44 (0.41),14 (7-0-7 50.00%),5 (0.36)
12,"Robinson, Mitch",23y 1d,60 (35-1-24 59.17%),38 (0.63),←,
6,"Simpson, Kade",28y 34d,168 (69-2-97 41.67%),106 (0.63),←,
42,"Tuohy, Zach",22y 181d,22 (14-0-8 63.64%),7 (0.32),←,
1,"Walker, Andrew",26y 21d,134 (48-3-83 36.94%),102 (0.76),←,
11,"Warnock, Robert",25y 141d,56 (28-1-27 50.89%),12 (0.21),35 (18-1-16 52.86%),8 (0.23)
10,"Watson, Matthew",19y 328d,5 (1-0-4 20.00%),,←,
13,"Yarran, Chris",21y 172d,52 (26-1-25 50.96%),35 (0.67),←,
Totals,Totals,24y 50d,1679 (816-22-841 48.60%),1136 (0.68),,
C,"Ratten, Brett",40y 333d,109 (55-1-53 50.92%),,←,
