Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Boyd, Matthew",16,6,10,26,1,,2.0,6.0,6.0,4.0,5.0,2.0,4.0,1.0,,16.0,12.0,,1.0,2.0,,,84.0
4,"Cross, Daniel",4,1,11,15,,,3.0,4.0,2.0,,3.0,1.0,3.0,1.0,,9.0,5.0,,,2.0,,,87.0
13,"Giansiracusa, Daniel",15,5,7,22,3,2.0,,1.0,1.0,5.0,7.0,7.0,,2.0,,13.0,10.0,2.0,2.0,,1.0,1.0,87.0
9,"Gilbee, Lindsay",6,5,2,8,,,,,4.0,2.0,,2.0,,2.0,,2.0,6.0,1.0,,3.0,1.0,,81.0
16,"Griffen, Ryan",14,4,17,31,1,,1.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,,11.0,19.0,,,2.0,2.0,1.0,82.0
28 ↓,"Hall, Barry",1,2,1,2,,1.0,,1.0,,,,3.0,,2.0,,1.0,1.0,1.0,1.0,,,,53.0
7,"Higgins, Shaun",7,2,10,17,1,1.0,,5.0,,1.0,2.0,3.0,,,,7.0,10.0,1.0,1.0,,,,88.0
20 ↑,"Hill, Josh",7,1,1,8,,,,,,,1.0,1.0,1.0,,,4.0,3.0,,,3.0,,,41.0
30,"Howard, Christian",9,3,2,11,,,,2.0,1.0,3.0,,4.0,1.0,,,2.0,9.0,,,5.0,1.0,1.0,80.0
19,"Jones, Liam",4,4,1,5,,,4.0,3.0,,1.0,,2.0,,1.0,,3.0,2.0,2.0,1.0,1.0,,,87.0
36,"Lake, Brian",5,2,6,11,,,1.0,3.0,3.0,1.0,2.0,1.0,2.0,,,6.0,5.0,1.0,,2.0,,,97.0
21,"Liberatore, Tom",3,,8,11,,,,1.0,,1.0,4.0,3.0,,1.0,,6.0,5.0,,,,,,77.0
27,"Minson, Will",11,6,6,17,,,15.0,3.0,3.0,3.0,5.0,2.0,1.0,1.0,,7.0,10.0,1.0,,2.0,,1.0,86.0
38,"Morris, Dale",2,1,5,7,,,,5.0,2.0,,,4.0,1.0,3.0,,1.0,6.0,,,11.0,,,100.0
2,"Murphy, Robert",13,1,12,25,,,,1.0,2.0,3.0,,,,,,9.0,15.0,1.0,,3.0,3.0,1.0,85.0
42,"Picken, Liam",7,2,8,15,,,,1.0,3.0,1.0,,,,,,5.0,10.0,,,5.0,,1.0,96.0
11,"Reid, Sam",4,1,4,8,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,5.0,2.0,,,,,,68.0
10,"Sherman, Justin",7,4,6,13,1,1.0,,7.0,,3.0,,2.0,,2.0,,2.0,11.0,,,,1.0,1.0,85.0
3,"Wallis, Mitch",5,3,6,11,,,,7.0,2.0,2.0,,,,,,2.0,9.0,,,2.0,,,84.0
14,"Ward, Callan",8,4,9,17,,,,4.0,1.0,1.0,3.0,2.0,2.0,1.0,,6.0,11.0,,,1.0,2.0,,87.0
12,"Williams, Tom",4,1,4,8,2,1.0,4.0,3.0,,1.0,1.0,1.0,2.0,1.0,,4.0,4.0,,,,,1.0,83.0
29,"Wood, Easton",7,3,4,11,,1.0,,2.0,1.0,4.0,,4.0,1.0,2.0,,2.0,10.0,,,4.0,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,159,61,140,299,9,8.0,30.0,63.0,36.0,41.0,40.0,50.0,23.0,23.0,,123.0,175.0,10.0,6.0,48.0,11.0,8.0,
Opposition,Opposition,283,180,156,439,13,13.0,42.0,65.0,32.0,52.0,28.0,51.0,23.0,23.0,6.0,131.0,305.0,14.0,17.0,47.0,8.0,11.0,
