Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",29y 63d,242 (163-1-78 67.56%),33 (0.14),←,
22,"Breust, Luke",26y 141d,142 (110-0-32 77.46%),276 (1.94),←,
9,"Burgoyne, Shaun",34y 162d,321 (220-1-100 68.69%),259 (0.81),164 (123-1-40 75.30%),88 (0.54)
5,"Burton, Ryan",20y 60d,5 (2-0-3 40.00%),1 (0.20),←,
12,"Frawley, James",28y 193d,181 (63-1-117 35.08%),24 (0.13),42 (29-0-13 69.05%),6 (0.14)
6,"Gibson, Josh",33y 19d,215 (139-2-74 65.12%),5 (0.02),150 (110-1-39 73.67%),3 (0.02)
19,"Gunston, Jack",25y 167d,129 (92-0-37 71.32%),271 (2.10),115 (87-0-28 75.65%),251 (2.18)
31,"Henderson, Ricky",28y 202d,92 (46-0-46 50.00%),43 (0.47),2 (0-0-2 0.00%),
15,"Hodge, Luke",32y 290d,287 (170-1-116 59.41%),192 (0.67),←,
29,"Langford, Will",24y 272d,48 (34-0-14 70.83%),17 (0.35),←,
7,"McEvoy, Ben",27y 264d,148 (89-2-57 60.81%),58 (0.39),57 (38-0-19 66.67%),31 (0.54)
42,"Miles, Teia",20y 150d,1 (0-0-1 0.00%),,←,
3,"Mitchell, Tom",23y 305d,67 (42-0-25 62.69%),39 (0.58),2 (0-0-2 0.00%),1 (0.50)
10,"OMeara, Jaeger",23y 37d,46 (18-0-28 39.13%),27 (0.59),2 (0-0-2 0.00%),
28,"Puopolo, Paul",29y 120d,135 (104-0-31 77.04%),137 (1.01),←,
33,"Rioli, Cyril",27y 261d,180 (123-1-56 68.61%),270 (1.50),←,
2,"Roughead, Jarryd",30y 68d,233 (150-1-82 64.59%),495 (2.12),←,
26,"Shiels, Liam",25y 337d,144 (106-0-38 73.61%),49 (0.34),←,
16,"Smith, Isaac",28y 92d,137 (106-0-31 77.37%),112 (0.82),←,
40,"Stewart, Kade",20y 75d,4 (3-0-1 75.00%),3 (0.75),←,
24,"Stratton, Ben",28y 31d,140 (99-1-40 71.07%),1 (0.01),←,
27,"Vickery, Ty",26y 305d,121 (56-2-63 47.11%),159 (1.31),2 (0-0-2 0.00%),1 (0.50)
Totals,Totals,27y 15d,3018 (1935-13-1070 64.12%),2471 (0.82),,
C,"Clarkson, Alastair",48y 339d,285 (180-1-104 63.33%),,←,
