Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",24y 327d,103 (52-0-51 50.49%),40 (0.39),58 (44-0-14 75.86%),16 (0.28)
31,"Andrews, Harris",25y 264d,158 (69-0-89 43.67%),10 (0.06),←,
33,"Bailey, Zac",22y 343d,92 (59-0-33 64.13%),89 (0.97),←,
7,"Berry, Jarrod",24y 208d,106 (56-0-50 52.83%),47 (0.44),←,
23,"Cameron, Charlie",28y 58d,174 (110-1-63 63.51%),297 (1.71),101 (63-0-38 62.38%),210 (2.08)
18,"Coleman, Keidean",22y 154d,39 (26-0-13 66.67%),12 (0.31),←,
3,"Daniher, Joe",28y 181d,150 (68-1-81 45.67%),276 (1.84),42 (28-0-14 66.67%),85 (2.02)
27,"Gardiner, Darcy",26y 344d,152 (71-0-81 46.71%),5 (0.03),←,
30,"Hipwood, Eric",24y 353d,125 (62-0-63 49.60%),182 (1.46),←,
36,"Mathieson, Rhys",25y 234d,70 (33-0-37 47.14%),29 (0.41),←,
11,"McCarthy, Lincoln",28y 314d,117 (83-0-34 70.94%),130 (1.11),88 (60-0-28 68.18%),105 (1.19)
6,"McCluggage, Hugh",24y 182d,128 (69-0-59 53.91%),83 (0.65),←,
46,"McInerney, Oscar",28y 53d,100 (62-0-38 62.00%),45 (0.45),←,
25,"McStay, Daniel",27y 69d,159 (77-0-82 48.43%),136 (0.86),←,
9,"Neale, Lachie",29y 100d,218 (120-0-98 55.05%),112 (0.51),83 (55-0-28 66.27%),45 (0.54)
40,"Payne, Jack",22y 321d,25 (13-0-12 52.00%),2 (0.08),←,
20,"Prior, Jaxon",21y 89d,30 (23-0-7 76.67%),10 (0.33),←,
10,"Rich, Daniel",32y 86d,266 (115-1-150 43.42%),114 (0.43),←,
2,"Robertson, Deven",21y 63d,23 (14-0-9 60.87%),7 (0.30),←,
5,"Robinson, Mitch",33y 86d,247 (117-1-129 47.57%),129 (0.52),147 (66-0-81 44.90%),71 (0.48)
37,"Starcevich, Brandon",23y 39d,69 (47-0-22 68.12%),5 (0.07),←,
44,"Wilmot, Darcy",18y 244d,1 (1-0-0 100.00%),1 (1.00),←,
15,"Zorko, Dayne",33y 204d,228 (100-0-128 43.86%),216 (0.95),←,
Totals,Totals,26y 13d,2780 (1447-4-1329 52.05%),1977 (0.71),,
C,"Fagan, Chris",61y 70d,134 (72-0-62 53.73%),,←,
