North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",25y 311d,115 (56-1-58 49.13%),116 (1.01),←,
11,"Archer, Glenn",21y 9d,30 (16-0-14 53.33%),12 (0.40),←,
12,"Blakey, John",27y 252d,153 (63-0-90 41.18%),41 (0.27),18 (11-0-7 61.11%),3 (0.17)
18,"Carey, Wayne",22y 310d,80 (42-0-38 52.50%),180 (2.25),←,
23,"Clarkson, Alastair",25y 340d,77 (33-2-42 44.16%),55 (0.71),←,
25,"Daniltchenko, Jason",18y 212d,3 (3-0-0 100.00%),,←,
26,"Ishchenko, Alex",29y 347d,110 (46-0-64 41.82%),36 (0.33),38 (20-0-18 52.63%),11 (0.29)
34,"King, David",22y 26d,1 (1-0-0 100.00%),,←,
7,"Laidley, Dani",27y 6d,70 (41-1-28 59.29%),12 (0.17),18 (12-0-6 66.67%),1 (0.06)
20,"Mann, Peter",23y 207d,23 (8-0-15 34.78%),9 (0.39),←,
4,"Martyn, Mick",25y 214d,114 (56-1-57 49.56%),11 (0.10),←,
41,"McAdam, Adrian",23y 21d,18 (11-0-7 61.11%),70 (3.89),←,
31,"McKernan, Corey",20y 104d,2 (1-0-1 50.00%),3 (1.50),←,
13,"Nichols, Trent",24y 360d,61 (18-1-42 30.33%),53 (0.87),1 (1-0-0 100.00%),4 (4.00)
22,"Roberts, Mark",28y 278d,112 (47-0-65 41.96%),79 (0.71),35 (21-0-14 60.00%),60 (1.71)
3,"Rock, Anthony",23y 185d,66 (36-0-30 54.55%),65 (0.98),←,
1,"Romero, Jose",22y 244d,75 (40-0-35 53.33%),86 (1.15),←,
2,"Schwass, Wayne",25y 126d,99 (48-0-51 48.48%),53 (0.54),←,
24,"Sholl, Craig",26y 93d,86 (45-0-41 52.33%),16 (0.19),←,
15,"Smith, Ross",29y 58d,173 (82-2-89 47.98%),34 (0.20),←,
10,"Stevens, Anthony",22y 274d,64 (33-0-31 51.56%),26 (0.41),←,
Totals,Totals,24y 224d,1532 (726-8-798 47.39%),957 (0.62),,
C,"Pagan, Denis",46y 190d,22 (14-0-8 63.64%),,←,
