Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bandy, Daniel",12,9,7,19,3,,2.0,,,1.0,,2.0,1.0,1.0,,6.0,13.0,1.0,2.0,2.0,1.0,,91.0
40,"Birss, Shane",10,1,10,20,,,,3.0,1.0,1.0,5.0,2.0,3.0,2.0,,9.0,11.0,1.0,1.0,1.0,,2.0,76.0
20,"Bowden, Patrick",5,3,1,6,,,,,,,,,,,,1.0,5.0,,,4.0,,,83.0
17,"Cooney, Adam",11,5,8,19,,1.0,,4.0,3.0,3.0,5.0,2.0,,2.0,,6.0,14.0,,,,3.0,,96.0
4,"Cross, Daniel",11,3,24,35,,,1.0,5.0,2.0,8.0,3.0,3.0,1.0,3.0,,10.0,24.0,,,1.0,,2.0,88.0
10,"Eagleton, Nathan",8,4,11,19,2,1.0,,1.0,,3.0,2.0,3.0,1.0,,,2.0,15.0,,,1.0,8.0,,88.0
18,"Faulkner, Cameron",,,,,,,,,,,,,,,,,,,,,,,4.0
9,"Gilbee, Lindsay",10,2,5,15,1,,,,3.0,4.0,1.0,3.0,,,,3.0,9.0,,,2.0,5.0,1.0,93.0
16,"Griffen, Ryan",9,3,7,16,1,2.0,,5.0,,1.0,3.0,3.0,1.0,,,8.0,9.0,,,1.0,2.0,,97.0
8,"Hahn, Mitch",12,5,5,17,2,2.0,,1.0,,6.0,2.0,1.0,,1.0,,6.0,10.0,,1.0,1.0,3.0,2.0,97.0
25,"Hargrave, Ryan",5,2,3,8,,,,2.0,5.0,1.0,,2.0,,1.0,,5.0,3.0,1.0,,8.0,2.0,,96.0
6,"Johnson, Brad",19,7,8,27,1,1.0,1.0,4.0,1.0,5.0,2.0,1.0,,,,7.0,19.0,1.0,2.0,,2.0,1.0,96.0
36,"Lake, Brian",7,3,6,13,,,,2.0,3.0,1.0,,1.0,,,,6.0,7.0,,,1.0,1.0,,100.0
27,"Minson, Will",4,3,6,10,1,,6.0,1.0,,,4.0,,,,,4.0,5.0,,1.0,1.0,,,67.0
38,"Morris, Dale",1,3,8,9,,,,4.0,1.0,,1.0,,3.0,,,5.0,5.0,,,2.0,,,100.0
33,"Murphy, Brad",3,2,3,6,,1.0,,,,1.0,,1.0,,1.0,,1.0,5.0,,1.0,1.0,,,38.0
2,"Murphy, Robert",11,3,5,16,1,2.0,,1.0,,6.0,2.0,3.0,1.0,1.0,,8.0,10.0,,,1.0,1.0,1.0,100.0
1,"Ray, Farren",7,3,8,15,,1.0,,1.0,1.0,1.0,1.0,4.0,,2.0,,4.0,11.0,,,,1.0,,64.0
30,"Robbins, Matthew",2,1,1,3,,,,4.0,,2.0,,1.0,,,,2.0,1.0,,,1.0,,1.0,88.0
31,"Street, Peter",,,3,3,,,15.0,2.0,1.0,,1.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,,,44.0
7,"West, Scott",19,7,19,38,1,1.0,,3.0,1.0,6.0,8.0,3.0,3.0,,1.0,15.0,23.0,,,,2.0,,95.0
37,"Wight, Cameron",2,1,3,5,,,,2.0,2.0,,,,2.0,,,3.0,2.0,,,3.0,,,97.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,168,70,151,319,13,14.0,25.0,45.0,24.0,50.0,40.0,36.0,17.0,15.0,1.0,113.0,202.0,4.0,8.0,32.0,31.0,10.0,
Opposition,Opposition,199,111,159,358,22,13.0,34.0,44.0,39.0,51.0,25.0,32.0,16.0,17.0,5.0,122.0,238.0,16.0,22.0,36.0,27.0,11.0,
