Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
19,"Armstrong, Tony",22y 275d,19 (11-0-8 57.89%),2 (0.11),5 (5-0-0 100.00%),2 (0.40)
14,"Bird, Craig",23y 161d,75 (41-1-33 55.33%),31 (0.41),←,
24,"Bolton, Jude",32y 107d,292 (160-4-128 55.48%),156 (0.53),←,
13,"Everitt, Andrejs",23y 109d,56 (34-2-20 62.50%),24 (0.43),20 (12-1-7 62.50%),16 (0.80)
37,"Goodes, Adam",32y 174d,307 (168-4-135 55.37%),366 (1.19),←,
39,"Grundy, Heath",26y 28d,103 (58-1-44 56.80%),20 (0.19),←,
4,"Hannebery, Dan",21y 127d,65 (38-1-26 59.23%),19 (0.29),←,
15,"Jack, Kieren",25y 2d,102 (54-2-46 53.92%),68 (0.67),←,
32,"Jetta, Lewis",23y 57d,53 (32-1-20 61.32%),47 (0.89),←,
34,"Johnson, Alex",20y 120d,33 (22-0-11 66.67%),1 (0.03),←,
12,"Kennedy, Josh",24y 10d,74 (42-1-31 57.43%),41 (0.55),61 (37-1-23 61.48%),37 (0.61)
29,"Mattner, Martin",29y 329d,204 (117-2-85 57.84%),40 (0.20),106 (57-2-47 54.72%),26 (0.25)
21,"McGlynn, Ben",26y 329d,94 (53-1-40 56.91%),99 (1.05),50 (30-1-19 61.00%),71 (1.42)
3,"McVeigh, Jarrad",27y 84d,182 (105-3-74 58.52%),129 (0.71),←,
41,"Mumford, Shane",25y 361d,67 (46-1-20 69.40%),22 (0.33),46 (29-1-16 64.13%),19 (0.41)
5,"OKeefe, Ryan",31y 158d,245 (138-3-104 56.94%),239 (0.98),←,
38,"Pyke, Mike",28y 98d,34 (18-0-16 52.94%),7 (0.21),←,
20,"Reid, Sam",20y 186d,37 (23-1-13 63.51%),38 (1.03),←,
25,"Richards, Ted",29y 171d,169 (96-3-70 57.69%),31 (0.18),136 (77-3-56 57.72%),12 (0.09)
30,"Roberts-Thomson, Lewis",28y 296d,158 (91-1-66 57.91%),34 (0.22),←,
2,"Shaw, Rhyce",30y 258d,175 (91-1-83 52.29%),41 (0.23),81 (43-1-37 53.70%),21 (0.26)
40,"Smith, Nick",24y 18d,63 (33-1-29 53.17%),8 (0.13),←,
Totals,Totals,26y 91d,2607 (1471-34-1102 56.43%),1463 (0.56),,
C,"Longmire, John",41y 182d,37 (23-1-13 63.51%),,←,
