North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",22y 356d,67 (31-1-35 47.01%),59 (0.88),←,
11,"Angus, Warwick",21y 307d,13 (7-0-6 53.85%),3 (0.23),←,
18,"Carey, Wayne",19y 355d,33 (19-0-14 57.58%),57 (1.73),←,
30,"Chandler, Jeff",25y 66d,37 (22-1-14 60.81%),4 (0.11),←,
12,"Dilena, Carl",24y 61d,25 (12-0-13 48.00%),16 (0.64),2 (2-0-0 100.00%),1 (0.50)
6,"Fairley, Ian",26y 241d,111 (54-2-55 49.55%),138 (1.24),←,
31,"Gallagher, Michael",25y 8d,37 (25-1-11 68.92%),22 (0.59),21 (15-0-6 71.43%),5 (0.24)
29,"German, Peter",26y 104d,131 (65-3-63 50.76%),157 (1.20),←,
9,"Larkin, Matthew",26y 271d,133 (69-3-61 53.01%),120 (0.90),←,
35,"Longmire, John",20y 137d,56 (25-1-30 45.54%),158 (2.82),←,
4,"Martyn, Mick",22y 259d,62 (29-1-32 47.58%),4 (0.06),←,
16,"McCarthy, John",24y 48d,68 (30-1-37 44.85%),74 (1.09),←,
22,"Roberts, Mark",25y 323d,82 (29-0-53 35.37%),19 (0.23),5 (3-0-2 60.00%),
3,"Rock, Anthony",20y 230d,27 (14-0-13 51.85%),32 (1.19),←,
36,"Romero, Jose",19y 289d,38 (20-0-18 52.63%),51 (1.34),←,
2,"Schwass, Wayne",22y 171d,51 (23-0-28 45.10%),24 (0.47),←,
24,"Sholl, Craig",23y 138d,29 (17-0-12 58.62%),6 (0.21),←,
32,"Smith, Shaun",21y 329d,39 (24-1-14 62.82%),28 (0.72),←,
1,"Spargo, Paul",24y 220d,59 (29-2-28 50.85%),87 (1.47),←,
10,"Stevens, Anthony",19y 319d,23 (10-0-13 43.48%),5 (0.22),←,
Totals,Totals,23y 84d,1121 (554-17-550 49.42%),1064 (0.95),,
C,"Schimmelbusch, Wayne",38y 118d,30 (17-0-13 56.67%),,←,
