Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",34y 70d,297 (174-0-123 58.59%),139 (0.47),←,
16,"Brown, Leigh",25y 99d,160 (65-1-94 40.94%),69 (0.43),97 (46-1-50 47.94%),49 (0.51)
43,"Campbell, Matt",20y 132d,9 (6-0-3 66.67%),9 (1.00),←,
27,"Edwards, Aaron",23y 92d,13 (10-0-3 76.92%),10 (0.77),9 (6-0-3 66.67%),8 (0.89)
24,"Firrito, Michael",23y 187d,68 (35-0-33 51.47%),12 (0.18),←,
38,"Gibson, Josh",23y 81d,19 (9-0-10 47.37%),,←,
6,"Grant, Shannon",30y 44d,265 (148-2-115 56.23%),317 (1.20),207 (116-1-90 56.28%),279 (1.35)
15,"Green, Kasey",27y 265d,81 (31-1-49 38.89%),22 (0.27),27 (10-0-17 37.04%),14 (0.52)
17,"Grima, Blake",22y 359d,12 (9-0-3 75.00%),3 (0.25),←,
4,"Harris, Daniel",25y 23d,101 (49-1-51 49.01%),31 (0.31),←,
29,"Harvey, Brent",29y 19d,226 (126-1-99 55.97%),263 (1.16),←,
21,"Jones, Corey",26y 96d,113 (52-0-61 46.02%),137 (1.21),←,
1,"McIntosh, Hamish",22y 271d,28 (11-0-17 39.29%),11 (0.39),←,
42,"McMahon, Scott",21y,3 (2-0-1 66.67%),,←,
20,"Petrie, Drew",24y 230d,116 (55-1-60 47.84%),80 (0.69),←,
30,"Pratt, Daniel",24y 73d,48 (24-0-24 50.00%),4 (0.08),45 (23-0-22 51.11%),3 (0.07)
3,"Rawlings, Brady",25y 357d,143 (73-0-70 51.05%),52 (0.36),←,
7,"Simpson, Adam",31y 106d,252 (147-1-104 58.53%),72 (0.29),←,
9,"Sinclair, Jess",28y 280d,171 (67-1-103 39.47%),65 (0.38),121 (54-1-66 45.04%),39 (0.32)
10,"Smith, Jesse",20y 246d,11 (7-0-4 63.64%),1 (0.09),←,
19,"Swallow, Andrew",20y,22 (9-0-13 40.91%),8 (0.36),←,
12,"Thomas, Lindsay",19y 94d,7 (3-0-4 42.86%),7 (1.00),←,
Totals,Totals,24y 358d,2165 (1112-9-1044 51.36%),1312 (0.61),,
C,"Laidley, Dani",40y 67d,99 (47-1-51 47.98%),,←,
