Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
13,"Blumfield, Justin",26y 236d,145 (90-1-54 62.41%),90 (0.62),16 (4-0-12 25.00%),4 (0.25)
11,"Bowden, Joel",26y 26d,164 (74-0-90 45.12%),140 (0.85),←,
7,"Brown, Nathan",26y 158d,153 (68-3-82 45.42%),228 (1.49),16 (4-0-12 25.00%),22 (1.38)
14,"Fiora, Aaron",23y 89d,74 (33-0-41 44.59%),23 (0.31),←,
19,"Fleming, Tim",26y 103d,28 (8-0-20 28.57%),7 (0.25),←,
20,"Hall, Ray",23y 264d,63 (26-0-37 41.27%),24 (0.38),←,
33,"Hartigan, Brent",19y 101d,13 (4-0-9 30.77%),2 (0.15),←,
31,"Hyde, Chris",21y 343d,24 (4-0-20 16.67%),3 (0.13),←,
23,"Jackson, Daniel",18y 83d,1 (0-0-1 0.00%),,←,
28,"Johnson, Kane",26y 124d,140 (66-0-74 47.14%),57 (0.41),36 (11-0-25 30.56%),13 (0.36)
39,"Kellaway, Andrew",28y 237d,137 (61-0-76 44.53%),23 (0.17),←,
27,"Krakouer, Andrew",21y 164d,50 (14-0-36 28.00%),49 (0.98),←,
40,"Moore, Kelvin",20y 114d,5 (0-0-5 0.00%),3 (0.60),←,
35,"Newman, Chris",22y 60d,51 (14-0-37 27.45%),7 (0.14),←,
5,"Ottens, Brad",24y 174d,127 (53-0-74 41.73%),149 (1.17),←,
8,"Pettifer, Kayne",22y 177d,35 (14-0-21 40.00%),20 (0.57),←,
12,"Richardson, Matthew",29y 120d,188 (84-0-104 44.68%),565 (3.01),←,
22,"Roach, Tom",18y 319d,7 (3-0-4 42.86%),1 (0.14),←,
18,"Rodan, David",20y 283d,54 (17-0-37 31.48%),38 (0.70),←,
32,"Tivendale, Greg",25y 89d,119 (49-0-70 41.18%),91 (0.76),←,
21,"Tuck, Shane",22y 206d,3 (0-0-3 0.00%),1 (0.33),←,
36,"Zantuck, Ty",22y 153d,63 (19-0-44 30.16%),16 (0.25),←,
Totals,Totals,23y 181d,1644 (701-4-939 42.64%),1537 (0.93),,
C,"Frawley, Danny",40y 313d,107 (45-0-62 42.06%),,←,
