Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Ablett, Luke",9,4.0,9.0,18,,1.0,,3.0,1.0,2.0,5.0,1.0,2.0,1.0,,7,12,,2.0,1.0,,,83.0
21,"Barry, Leo",5,4.0,8.0,13,,,,,2.0,,,1.0,,1.0,,3,9,,,1.0,2.0,,100.0
42,"Bevan, Paul",10,4.0,5.0,15,,,,3.0,4.0,2.0,1.0,5.0,1.0,1.0,,4,11,,,1.0,,,67.0
6,"Bolton, Craig",8,2.0,3.0,11,,,,1.0,2.0,1.0,1.0,,2.0,,,3,8,,,3.0,1.0,,100.0
24,"Bolton, Jude",11,3.0,6.0,17,,,,5.0,,2.0,7.0,1.0,1.0,,,9,8,,,1.0,1.0,,80.0
32,"Buchanan, Amon",5,3.0,3.0,8,1.0,1.0,,,,3.0,2.0,3.0,,3.0,,3,6,,,2.0,,,77.0
28,"Crouch, Jared",11,,2.0,13,,,,3.0,,5.0,2.0,2.0,1.0,2.0,,6,6,,,1.0,1.0,,58.0
26,"Dempster, Sean",3,2.0,7.0,10,,1.0,,2.0,1.0,1.0,1.0,2.0,,,,3,7,,,2.0,1.0,,87.0
10,"Everitt, Peter",11,4.0,6.0,17,1.0,,24.0,,2.0,2.0,7.0,1.0,4.0,,,8,9,,1.0,3.0,2.0,1.0,62.0
12,"Fosdike, Nic",21,9.0,3.0,24,,,,3.0,2.0,5.0,1.0,2.0,,,,2,19,,2.0,1.0,,2.0,63.0
37,"Goodes, Adam",17,10.0,9.0,26,,1.0,,4.0,4.0,4.0,5.0,2.0,,2.0,,11,14,2.0,1.0,1.0,1.0,3.0,91.0
39,"Grundy, Heath",3,4.0,2.0,5,,,,1.0,,2.0,1.0,,,,,3,2,2.0,,,,1.0,69.0
1,"Hall, Barry",17,14.0,6.0,23,1.0,2.0,,1.0,,3.0,,6.0,2.0,3.0,,7,16,1.0,4.0,1.0,,,96.0
16,"Jolly, Darren",9,5.0,,9,3.0,,13.0,3.0,1.0,1.0,2.0,,2.0,,,4,5,1.0,1.0,2.0,,,61.0
31,"Kirk, Brett",6,4.0,11.0,17,,,,7.0,1.0,2.0,,1.0,,1.0,2.0,3,14,,,2.0,,2.0,90.0
9,"Malceski, Nick",17,7.0,6.0,23,1.0,1.0,,4.0,7.0,2.0,2.0,2.0,2.0,1.0,3.0,6,14,,1.0,1.0,3.0,,90.0
4,"Mathews, Ben",7,6.0,10.0,17,,,,2.0,,1.0,,,,,,6,11,,,2.0,,,89.0
3,"McVeigh, Jarrad",11,6.0,4.0,15,1.0,,,,1.0,1.0,3.0,3.0,1.0,2.0,,7,10,,1.0,,,,83.0
5,"OKeefe, Ryan",15,5.0,7.0,22,,,,2.0,,4.0,1.0,1.0,2.0,1.0,,8,14,1.0,1.0,4.0,,,92.0
19,"OLoughlin, Michael",16,12.0,,16,4.0,1.0,,,,3.0,1.0,4.0,,2.0,1.0,3,14,1.0,5.0,,,,86.0
25,"Richards, Ted",8,4.0,7.0,15,,1.0,1.0,4.0,,,1.0,,,,,6,7,,,3.0,,,94.0
13,"Schneider, Adam",13,7.0,11.0,24,3.0,1.0,,3.0,1.0,6.0,,2.0,1.0,1.0,,7,17,,1.0,,1.0,1.0,83.0
Totals,Totals,233,119.0,125.0,358,15.0,10.0,38.0,51.0,29.0,52.0,43.0,39.0,21.0,21.0,6.0,119,233,8.0,20.0,32.0,13.0,10.0,
Opposition,Opposition,153,60.0,99.0,252,8.0,9.0,33.0,50.0,34.0,40.0,25.0,51.0,21.0,21.0,,120,132,8.0,7.0,34.0,14.0,5.0,
