West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Ball, Jason",12,10,11,23,,,8.0,1.0,,,,,3.0,3.0,,,,,,,,,
6,"Banfield, Drew",2,1,4,6,,,,,,,,,,,,,,,,,,,
20,"Bond, Shane",9,3,6,15,2,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
40,"Hampson, Damian",2,,1,3,,,,1.0,,,,,,,,,,,,,,,
36,"Hart, David",9,3,8,17,,,,3.0,,,,,,,,,,,,,,,
1,"Heady, Brett",3,2,2,5,,1.0,,1.0,,,,,1.0,,,,,,,,,,
22,"Hynes, David",5,3,4,9,,,5.0,1.0,,,,,,1.0,,,,,,,,,
27,"Jakovich, Glen",14,8,5,19,,,7.0,,,,,,1.0,,,,,,,,,,
2,"Kemp, Dean",17,6,12,29,,,,2.0,,,,,,,2.0,,,,,,,,
28,"Lewis, Chris",19,6,3,22,2,2.0,,,,,,,1.0,1.0,,,,,,,,,
3,"Mainwaring, Chris",19,5,12,31,,,,1.0,,,,,2.0,,,,,,,,,,
30,"Matera, Peter",12,6,3,15,,,,5.0,,,,,2.0,4.0,3.0,,,,,,,,
11,"McIntosh, Ashley",7,5,6,13,,,,,,,,,,,,,,,,,,,
17,"McKenna, Guy",13,5,7,20,,,,2.0,,,,,,,,,,,,,,,
10,"Pyke, Don",14,6,5,19,,,,2.0,,,,,,1.0,,,,,,,,,
4,"Sumich, Peter",11,6,,11,6,5.0,,1.0,,,,,,,,,,,,,,,
7,"Turley, Craig",14,5,9,23,2,,,5.0,,,,,2.0,2.0,,,,,,,,,
50,"Turnbull, Ryan",10,4,4,14,,,23.0,1.0,,,,,1.0,,1.0,,,,,,,,
39,"Waterman, Chris",1,,,1,,,,,,,,,1.0,2.0,,,,,,,,,
12,"White, Mitchell",16,9,1,17,1,,,4.0,,,,,,1.0,,,,,,,,,
9,"Wilson, Peter",16,6,2,18,1,3.0,1.0,2.0,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,225,99,105,330,14,17.0,44.0,33.0,,,,,19.0,17.0,6.0,,,,,,,,
Opposition,Opposition,153,49,79,232,7,11.0,21.0,24.0,,,,,17.0,19.0,,,,,,,,,
