Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",26y 280d,133 (77-2-54 58.65%),39 (0.29),←,
21,"Barry, Leo",32y 102d,237 (136-1-100 57.59%),56 (0.24),←,
42,"Bevan, Paul",24y 336d,108 (58-2-48 54.63%),25 (0.23),←,
6,"Bolton, Craig",29y 90d,194 (112-2-80 58.25%),25 (0.13),165 (95-2-68 58.18%),15 (0.09)
24,"Bolton, Jude",29y 167d,233 (124-3-106 53.86%),110 (0.47),←,
28,"Crouch, Jared",31y 177d,223 (116-1-106 52.24%),51 (0.23),←,
37,"Goodes, Adam",29y 233d,252 (135-3-114 54.17%),267 (1.06),←,
39,"Grundy, Heath",23y 88d,46 (23-0-23 50.00%),18 (0.39),←,
4,"Hannebery, Dan",18y 186d,7 (2-0-5 28.57%),1 (0.14),←,
15,"Jack, Kieren",22y 62d,47 (21-1-25 45.74%),24 (0.51),←,
16,"Jolly, Darren",27y 296d,166 (86-2-78 52.41%),70 (0.42),118 (66-2-50 56.78%),59 (0.50)
31,"Kirk, Brett",32y 308d,217 (118-3-96 55.07%),84 (0.39),←,
29,"Mattner, Martin",27y 23d,144 (81-1-62 56.60%),30 (0.21),46 (21-1-24 46.74%),16 (0.35)
3,"McVeigh, Jarrad",24y 144d,123 (69-2-52 56.91%),88 (0.72),←,
43,"ODwyer, Matthew",21y 39d,6 (2-0-4 33.33%),2 (0.33),←,
5,"OKeefe, Ryan",28y 217d,186 (103-2-81 55.91%),191 (1.03),←,
19,"OLoughlin, Michael",32y 190d,303 (171-4-128 57.10%),521 (1.72),←,
30,"Roberts-Thomson, Lewis",25y 355d,119 (68-1-50 57.56%),14 (0.12),←,
2,"Shaw, Rhyce",27y 317d,116 (56-0-60 48.28%),24 (0.21),22 (8-0-14 36.36%),4 (0.18)
40,"Smith, Nick",21y 78d,13 (3-0-10 23.08%),2 (0.15),←,
27,"Thornton, Kristin",21y 177d,8 (3-0-5 37.50%),4 (0.50),←,
18,"White, Jesse",21y 232d,20 (6-1-13 32.50%),20 (1.00),←,
Totals,Totals,26y 136d,2901 (1570-31-1300 54.12%),1666 (0.57),,
C,"Roos, Paul",46y 63d,178 (102-2-74 57.87%),,←,
