Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",27y 103d,185 (70-2-113 38.38%),127 (0.69),←,
42,"Chapman, Wade",18y 174d,6 (1-0-5 16.67%),,←,
12,"Considine, Ed",25y 280d,66 (34-0-32 51.52%),16 (0.24),17 (2-0-15 11.76%),4 (0.24)
28,"Cresswell, Daryn",23y 35d,38 (2-0-36 5.26%),37 (0.97),←,
5,"Daniels, Jayson",23y 127d,102 (28-1-73 27.94%),20 (0.20),28 (3-0-25 10.71%),1 (0.04)
37,"Filandia, Peter",24y 43d,26 (9-0-17 34.62%),29 (1.12),13 (2-0-11 15.38%),15 (1.15)
20,"Gaspar, Darren",18y 37d,2 (0-0-2 0.00%),,←,
39,"Heuskes, Adam",18y 98d,1 (0-0-1 0.00%),,←,
19,"Holmes, Darren",23y 296d,42 (7-2-33 19.05%),6 (0.14),←,
11,"Kappler, Darren",29y 154d,119 (35-0-84 29.41%),95 (0.80),32 (5-0-27 15.63%),44 (1.38)
24,"Kickett, Derek",31y 263d,99 (53-1-45 54.04%),124 (1.25),10 (1-0-9 10.00%),18 (1.80)
3,"Lewis, Dale",25y 53d,73 (12-2-59 17.81%),84 (1.15),←,
48,"McPherson, Daniel",18y 356d,2 (0-0-2 0.00%),,←,
4,"McRae, Dean",25y 226d,111 (37-1-73 33.78%),39 (0.35),30 (3-0-27 10.00%),14 (0.47)
8,"Minton-Connell, Simon",25y 61d,58 (12-0-46 20.69%),203 (3.50),39 (3-0-36 7.69%),153 (3.92)
17,"Mooney, Jason",21y 21d,28 (2-0-26 7.14%),4 (0.14),←,
23,"Neill, Robert",20y 172d,17 (2-0-15 11.76%),6 (0.35),←,
22,"Rose, Gavin",24y 270d,27 (2-1-24 9.26%),1 (0.04),←,
7,"Seymour, Brad",18y 54d,4 (0-0-4 0.00%),,←,
15,"Stafford, Greg",19y 303d,10 (0-0-10 0.00%),4 (0.40),←,
10,"Watters, Scott",25y 152d,75 (33-2-40 45.33%),23 (0.31),29 (3-0-26 10.34%),10 (0.34)
Totals,Totals,23y 87d,1091 (339-12-740 31.07%),818 (0.75),,
C,"Barassi, Ron",58y 119d,484 (266-4-214 55.37%),,28 (3-0-25 10.71%),
