Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Acres, Blake",14,5,8,22,1,1.0,,8.0,3.0,5.0,2.0,3.0,1.0,,,8.0,15.0,2.0,1.0,,,,85.0
37,"Boyd, Jordan",10,4,4,14,,,,2.0,4.0,2.0,3.0,2.0,,,,6.0,8.0,,,4.0,,,87.0
5,"Cerra, Adam",11,3,16,27,2,,,7.0,2.0,2.0,6.0,,,,1.0,9.0,17.0,,2.0,,,1.0,78.0
39,"Cincotta, Alex",5,1,6,11,,,,,,4.0,,3.0,,2.0,,4.0,7.0,,,2.0,,,77.0
9,"Cripps, Patrick",10,2,18,28,,,,6.0,1.0,7.0,8.0,6.0,1.0,2.0,3.0,15.0,12.0,1.0,,,,3.0,77.0
28,"Cuningham, David",5,4,11,16,2,,,4.0,,2.0,1.0,2.0,,1.0,,7.0,10.0,,2.0,1.0,,2.0,76.0
30 ↓,"Curnow, Charlie",9,9,4,13,3,2.0,,2.0,,,,1.0,2.0,,,4.0,9.0,2.0,6.0,1.0,,2.0,71.0
35,"Curnow, Ed",7,4,9,16,,1.0,,4.0,,2.0,,,,,,5.0,11.0,,,,,,88.0
15,"Docherty, Sam",17,6,9,26,1,,,5.0,2.0,3.0,1.0,2.0,,,,5.0,21.0,,,,,1.0,88.0
8,"Fogarty, Lachie",8,3,10,18,1,,,7.0,2.0,4.0,1.0,,,,,5.0,12.0,,1.0,2.0,,1.0,80.0
29 ↑,"Hewett, George",,1,6,6,,,,3.0,,,1.0,,,,,3.0,3.0,,1.0,,,,16.0
17,"Kemp, Brodie",13,9,6,19,,,,2.0,3.0,1.0,,1.0,,,,2.0,16.0,,,3.0,,,94.0
7,"Kennedy, Matthew",9,2,7,16,,,,3.0,,3.0,6.0,5.0,4.0,1.0,,9.0,6.0,,,,,,70.0
21,"Martin, Jack",12,6,,12,3,1.0,,3.0,1.0,2.0,1.0,,1.0,,,1.0,11.0,,2.0,1.0,,,71.0
11,"McGovern, Mitch",17,5,3,20,,,,6.0,6.0,1.0,,2.0,,,,3.0,10.0,1.0,,6.0,,,82.0
10,"McKay, Harry",16,8,3,19,2,3.0,1.0,5.0,,6.0,1.0,3.0,4.0,,,8.0,11.0,1.0,3.0,1.0,2.0,4.0,92.0
24,"Newman, Nic",11,3,6,17,,,,4.0,5.0,2.0,,6.0,1.0,1.0,,9.0,6.0,1.0,,1.0,1.0,,90.0
44,"Owies, Matthew",4,4,5,9,1,,,3.0,,2.0,,1.0,2.0,,,5.0,6.0,,1.0,1.0,,,74.0
42,"Saad, Adam",18,8,6,24,,,,,5.0,1.0,2.0,2.0,,,,6.0,16.0,,,3.0,1.0,,79.0
1,"Silvagni, Jack",8,5,9,17,1,,12.0,4.0,1.0,,3.0,5.0,2.0,2.0,,11.0,6.0,1.0,1.0,4.0,,,77.0
18,"Walsh, Sam",10,2,15,25,,,,7.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,8.0,16.0,,,,1.0,2.0,79.0
23,"Weitering, Jacob",15,9,2,17,,,,,4.0,1.0,,1.0,1.0,1.0,,5.0,12.0,3.0,,3.0,,,91.0
33,"Young, Lewis",8,4,5,13,,1.0,14.0,2.0,,2.0,,1.0,,,,6.0,8.0,,,8.0,,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,237,107,168,405,17,10.0,27.0,87.0,41.0,54.0,39.0,51.0,21.0,12.0,6.0,144.0,249.0,12.0,20.0,41.0,5.0,16.0,
Opposition,Opposition,182,84,166,348,7,10.0,61.0,80.0,36.0,48.0,34.0,60.0,12.0,21.0,,125.0,217.0,6.0,8.0,43.0,6.0,7.0,
