Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Baker, Liam",15,5,10,25,1,,,3.0,8.0,2.0,2.0,3.0,2.0,,,8.0,15.0,,,5.0,1.0,1.0,92.0
21,"Balta, Noah",13,10,,13,,,,,6.0,1.0,,1.0,,,3.0,6.0,7.0,4.0,,4.0,1.0,,94.0
29,"Bolton, Shai",11,3,5,16,1,,,3.0,,5.0,3.0,3.0,,2.0,,7.0,7.0,1.0,,,1.0,,88.0
35,"Broad, Nathan",10,4,6,16,1,,,2.0,5.0,,,1.0,1.0,1.0,,3.0,10.0,,,5.0,1.0,,88.0
9,"Cotchin, Trent",8,2,9,17,1,,,1.0,1.0,2.0,3.0,2.0,1.0,,,11.0,6.0,1.0,,,,,71.0
34,"Graham, Jack",6,6,9,15,1,,,4.0,,2.0,,1.0,2.0,,,5.0,11.0,,1.0,,,1.0,86.0
2,"Grimes, Dylan",1,1,7,8,,,,1.0,1.0,,,1.0,,1.0,,5.0,3.0,,,4.0,,,73.0
22,"Hopper, Jacob",10,7,13,23,1,,,6.0,3.0,6.0,4.0,,2.0,,,8.0,15.0,,,1.0,,1.0,69.0
19,"Lynch, Tom",10,8,1,11,3,,,,,1.0,,6.0,,3.0,,7.0,5.0,4.0,3.0,3.0,,1.0,89.0
31 ↑,"Mansell, Rhyan",2,,1,3,1,,,1.0,,1.0,,,1.0,,,2.0,1.0,,,1.0,,,16.0
4 ↓,"Martin, Dustin",8,6,6,14,1,,,1.0,,2.0,,1.0,,,,6.0,8.0,1.0,2.0,1.0,,,62.0
33,"McIntosh, Kamdyn",6,1,7,13,,1.0,,1.0,,,2.0,4.0,,,,7.0,5.0,1.0,,2.0,,,79.0
25,"Nankervis, Toby",8,4,10,18,,,37.0,4.0,1.0,2.0,6.0,3.0,2.0,3.0,,9.0,9.0,,,4.0,,,81.0
50,"Pickett, Marlion",10,5,9,19,,,,1.0,1.0,5.0,1.0,4.0,,3.0,,5.0,15.0,,1.0,2.0,2.0,2.0,80.0
3,"Prestia, Dion",7,1,14,21,,,,,,2.0,3.0,5.0,,2.0,,11.0,12.0,,,1.0,,,77.0
8,"Riewoldt, Jack",6,6,3,9,2,2.0,,,,2.0,,,,,,5.0,5.0,2.0,4.0,2.0,,3.0,86.0
17,"Rioli, Daniel",17,7,6,23,,,,1.0,4.0,2.0,2.0,2.0,1.0,,,4.0,17.0,,,,3.0,,81.0
10,"Rioli, Maurice",5,,,5,,,,2.0,,,,1.0,,,,,4.0,,,,1.0,1.0,77.0
32,"Ryan, Samson",4,4,2,6,3,,6.0,1.0,,1.0,1.0,1.0,1.0,,,4.0,2.0,2.0,3.0,2.0,,,69.0
15,"Short, Jayden",15,3,5,20,1,,,,1.0,5.0,1.0,,,,,4.0,16.0,,,,,2.0,85.0
14,"Taranto, Tim",15,4,13,28,,1.0,,8.0,1.0,7.0,7.0,7.0,1.0,3.0,2.0,11.0,17.0,,1.0,1.0,1.0,,85.0
1,"Vlastuin, Nick",17,5,3,20,,,,2.0,8.0,1.0,,1.0,1.0,1.0,,4.0,9.0,,1.0,6.0,,,95.0
45,"Young, Tylar",5,2,,5,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,3.0,2.0,,,7.0,,,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,94,139,348,17,6.0,43.0,43.0,41.0,51.0,36.0,49.0,16.0,20.0,5.0,135.0,201.0,16.0,16.0,51.0,11.0,12.0,
Opposition,Opposition,216,94,142,358,10,16.0,35.0,60.0,33.0,53.0,33.0,54.0,20.0,16.0,1.0,139.0,213.0,15.0,12.0,47.0,9.0,9.0,
