Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9 ↑,"Ainsworth, Ben",1,,2,3,,,,,,1.0,,1.0,,1.0,,1.0,2.0,,,1.0,,,34.0
15,"Anderson, Noah",12,,7,19,,,,3.0,3.0,2.0,10.0,3.0,1.0,1.0,,10.0,8.0,,,1.0,,,83.0
1,"Andrew, Mac",8,2,3,11,,,10.0,2.0,3.0,1.0,3.0,5.0,4.0,2.0,,6.0,4.0,,,5.0,1.0,,91.0
33,"Clohesy, Sam",6,4,6,12,,,,2.0,3.0,3.0,2.0,2.0,1.0,1.0,,7.0,4.0,1.0,,2.0,,,80.0
25,"Collins, Sam",7,7,1,8,,,,2.0,3.0,1.0,,3.0,,1.0,,1.0,7.0,1.0,,7.0,,,100.0
8,"Fiorini, Brayden",13,4,12,25,,,,3.0,1.0,2.0,2.0,3.0,1.0,,,9.0,14.0,,,2.0,,,87.0
3,"Flanders, Sam",2,2,5,7,,,,3.0,,1.0,,1.0,,,,,7.0,,,,,,81.0
7,"Holman, Nick",2,1,6,8,,,,3.0,,1.0,3.0,2.0,,2.0,,6.0,2.0,,,2.0,,,87.0
19,"Humphrey, Bailey",8,3,4,12,1,2.0,,2.0,,5.0,1.0,5.0,,1.0,,6.0,6.0,1.0,1.0,2.0,,2.0,83.0
40,"Jeffrey, Joel",20,5,5,25,,,,1.0,6.0,7.0,2.0,4.0,1.0,,,6.0,16.0,1.0,,2.0,,,74.0
34,"King, Ben",4,1,,4,1,,,1.0,,1.0,,1.0,2.0,1.0,,2.0,2.0,,,3.0,,,82.0
23,"Lemmens, Sean",4,1,6,10,,,,2.0,2.0,2.0,,2.0,,1.0,,4.0,6.0,,,1.0,,,63.0
30 ↓,"Lombard, Leo",2,1,,2,,,,2.0,,1.0,,,,,,,2.0,,,,,1.0,52.0
22,"Long, Ben",6,2,2,8,1,2.0,,2.0,,2.0,1.0,1.0,2.0,,,5.0,2.0,1.0,2.0,2.0,,,85.0
11,"Miller, Touk",14,,6,20,,,,2.0,1.0,6.0,3.0,3.0,,,,8.0,12.0,,,1.0,,,86.0
2,"Noble, John",6,2,6,12,,,,4.0,3.0,1.0,1.0,3.0,,2.0,,4.0,7.0,,,4.0,1.0,,78.0
27,"Powell, Wil",11,5,9,20,,,,5.0,2.0,1.0,1.0,5.0,2.0,2.0,,9.0,11.0,,,5.0,1.0,,86.0
17,"Rioli, Daniel",8,5,8,16,,,,3.0,3.0,2.0,1.0,3.0,,1.0,,4.0,11.0,,,,2.0,,82.0
18,"Rowell, Matt",16,,8,24,1,,,11.0,2.0,6.0,10.0,8.0,4.0,4.0,,12.0,11.0,,,,,,80.0
24,"Swallow, David",6,3,6,12,,1.0,,6.0,1.0,2.0,3.0,,,,,6.0,7.0,,1.0,3.0,,,63.0
32,"Uwland, Bodhi",9,5,2,11,,,,2.0,8.0,,3.0,4.0,,,,7.0,4.0,1.0,,3.0,,,81.0
4,"Walter, Jed",3,2,4,7,1,,,1.0,,2.0,,2.0,1.0,2.0,,4.0,4.0,1.0,,4.0,,,77.0
28,"Witts, Jarrod",4,,6,10,,,64.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,,8.0,2.0,,,4.0,,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,55,114,286,5,7.0,74.0,66.0,45.0,51.0,50.0,64.0,21.0,24.0,,125.0,151.0,7.0,4.0,54.0,5.0,3.0,
Opposition,Opposition,239,105,131,370,9,7.0,57.0,81.0,44.0,55.0,50.0,68.0,24.0,21.0,6.0,148.0,219.0,9.0,10.0,46.0,3.0,7.0,
