Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Amon, Karl",27y 323d,140 (77-0-63 55.00%),61 (0.44),16 (4-0-12 25.00%),6 (0.38)
36,"Blanck, James",22y 230d,19 (7-0-12 36.84%),,←,
33,"Brockman, Tyler",20y 228d,23 (8-2-13 39.13%),20 (0.87),←,
12,"Day, Will",22y 33d,47 (13-0-34 27.66%),6 (0.13),←,
8,"Frost, Sam",29y 314d,156 (55-2-99 35.90%),9 (0.06),65 (19-2-44 30.77%),1 (0.02)
24,"Grainger-Barras, Denver",21y 82d,24 (10-1-13 43.75%),1 (0.04),←,
26,"Greene, Fergus",25y 200d,15 (4-0-11 26.67%),20 (1.33),10 (1-0-9 10.00%),15 (1.50)
15,"Hardwick, Blake",26y 153d,140 (60-2-78 43.57%),8 (0.06),←,
4,"Impey, Jarman",27y 364d,165 (77-0-88 46.67%),60 (0.36),90 (37-0-53 41.11%),26 (0.29)
2,"Lewis, Mitch",24y 267d,61 (22-2-37 37.70%),108 (1.77),←,
31,"Macdonald, Connor",20y 176d,34 (11-0-23 32.35%),18 (0.53),←,
32,"Maginness, Finn",22y 135d,25 (8-0-17 32.00%),3 (0.12),←,
40,"Mitchell, Seamus",21y 5d,11 (3-0-8 27.27%),,←,
13,"Moore, Dylan",23y 338d,68 (21-1-46 31.62%),67 (0.99),←,
1,"Morrison, Harry",24y 238d,87 (34-1-52 39.66%),21 (0.24),←,
11,"Nash, Conor",24y 345d,66 (26-1-39 40.15%),16 (0.24),←,
3,"Newcombe, Jai",21y 340d,45 (15-2-28 35.56%),17 (0.38),←,
7,"Reeves, Ned",24y 250d,32 (11-1-20 35.94%),9 (0.28),←,
14,"Scrimshaw, Jack",24y 307d,77 (25-1-51 33.12%),10 (0.13),73 (25-1-47 34.93%),10 (0.14)
25,"Ward, Josh",19y 325d,23 (8-0-15 34.78%),4 (0.17),←,
37,"Weddle, Josh",19y 44d,10 (3-0-7 30.00%),3 (0.30),←,
20,"Wingard, Chad",29y 344d,213 (98-2-113 46.48%),295 (1.38),66 (22-1-43 34.09%),63 (0.95)
5,"Worpel, James",24y 165d,95 (36-2-57 38.95%),35 (0.37),←,
Totals,Totals,23y 353d,1576 (632-20-924 40.10%),791 (0.50),,
C,"Mitchell, Sam",40y 269d,38 (12-0-26 31.58%),,←,
