Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
9,"Anthony, John",21y 68d,13 (7-0-6 53.85%),27 (2.08),←,
16,"Brown, Nathan",20y 101d,24 (12-0-12 50.00%),4 (0.17),←,
40,"Bryan, Chris",27y 22d,46 (19-1-26 42.39%),19 (0.41),30 (16-0-14 53.33%),10 (0.33)
18,"Clarke, Martin",21y 135d,35 (19-0-16 54.29%),14 (0.40),←,
32,"Cloke, Travis",22y 23d,79 (42-0-37 53.16%),97 (1.23),←,
12,"Cox, Shannon",23y 21d,15 (10-0-5 66.67%),4 (0.27),←,
1,"Davis, Leon",27y 284d,162 (79-0-83 48.77%),202 (1.25),←,
4,"Didak, Alan",26y 41d,139 (76-0-63 54.68%),195 (1.40),←,
25,"Fraser, Josh",27y 82d,175 (93-0-82 53.14%),143 (0.82),←,
6,"Goldsack, Tyson",21y 310d,34 (17-0-17 50.00%),4 (0.12),←,
26,"Johnson, Ben",27y 357d,172 (90-0-82 52.33%),50 (0.29),←,
24,"Lockyer, Tarkyn",29y 149d,192 (92-0-100 47.92%),111 (0.58),←,
8,"Lumumba, Heritier",22y 133d,61 (34-0-27 55.74%),3 (0.05),←,
5,"Maxwell, Nick",25y 298d,96 (51-0-45 53.13%),25 (0.26),←,
7,"Medhurst, Paul",27y 107d,141 (73-0-68 51.77%),242 (1.72),42 (23-0-19 54.76%),76 (1.81)
11,"OBree, Shane",30y 13d,216 (107-0-109 49.54%),80 (0.37),197 (98-0-99 49.75%),77 (0.39)
10,"Pendlebury, Scott",21y 80d,56 (30-0-26 53.57%),36 (0.64),←,
35,"Prestigiacomo, Simon",31y 56d,196 (83-0-113 42.35%),3 (0.02),←,
20,"Reid, Ben",19y 333d,7 (1-0-6 14.29%),2 (0.29),←,
36,"Swan, Dane",25y 31d,101 (52-0-49 51.49%),60 (0.59),←,
13,"Thomas, Dale",21y 280d,64 (36-0-28 56.25%),52 (0.81),←,
34,"Toovey, Alan",22y 5d,18 (10-0-8 55.56%),4 (0.22),←,
Totals,Totals,24y 233d,2042 (1033-1-1008 50.59%),1377 (0.67),,
C,"Malthouse, Mick",55y 223d,589 (328-4-257 56.03%),,211 (105-0-106 49.76%),
