Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
2,"Bellchambers, Tom",8,2,2,10,,,19.0,3.0,1.0,3.0,4.0,2.0,3.0,1.0,,9.0,4.0,1.0,,4.0,,,88.0
28,"Cahill, Ned",3,1,4,7,2,1.0,,,,,,3.0,,1.0,,4.0,3.0,,1.0,1.0,,1.0,76.0
10,"Francis, Aaron",5,3,4,9,,,,1.0,4.0,,,,2.0,,,4.0,5.0,,,9.0,,,86.0
8,"Gleeson, Martin",4,1,3,7,,,,1.0,3.0,1.0,,1.0,,,,3.0,4.0,,,3.0,,,83.0
33,"Ham, Brayden",6,2,2,8,,,,3.0,2.0,5.0,,3.0,1.0,,,2.0,6.0,,,,,,84.0
46,"Hibberd, Mitchell",8,2,7,15,,,,9.0,1.0,1.0,2.0,2.0,1.0,,,8.0,9.0,,,2.0,,,80.0
18,"Hurley, Michael",8,7,7,15,,,,,4.0,,,1.0,,1.0,,1.0,11.0,1.0,,3.0,,,90.0
4,"Langford, Kyle",10,4,9,19,2,,,1.0,,2.0,2.0,4.0,2.0,1.0,,9.0,11.0,,1.0,1.0,,,90.0
15,"Laverde, Jayden",4,3,1,5,1,,,1.0,,1.0,,,1.0,,,3.0,2.0,1.0,1.0,,,1.0,27.0
43,"McDonald-Tipungwuti, Anthony",8,1,5,13,2,,,3.0,,2.0,,3.0,,1.0,,10.0,2.0,,1.0,,,,88.0
1,"McGrath, Andrew",16,3,9,25,,1.0,,10.0,4.0,2.0,8.0,3.0,2.0,,2.0,12.0,10.0,,,2.0,,,85.0
45,"McKenna, Conor",10,3,4,14,,,,2.0,1.0,4.0,2.0,8.0,1.0,1.0,,4.0,7.0,,,1.0,4.0,1.0,86.0
44,"McKernan, Shaun",6,3,3,9,,,6.0,3.0,,2.0,1.0,6.0,1.0,2.0,,7.0,2.0,1.0,,1.0,2.0,1.0,89.0
7,"Merrett, Zach",20,9,13,33,,,,6.0,2.0,6.0,6.0,3.0,1.0,,3.0,9.0,24.0,,,1.0,1.0,1.0,74.0
3,"Parish, Darcy",8,1,14,22,1,,,3.0,,4.0,4.0,5.0,,,,13.0,10.0,,,,,1.0,82.0
27,"Redman, Mason",9,2,4,13,,,,2.0,5.0,1.0,,4.0,,2.0,,6.0,7.0,2.0,,,1.0,,73.0
14,"Ridley, Jordan",12,6,6,18,,,,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,3.0,12.0,2.0,,4.0,,1.0,92.0
42,"Saad, Adam",12,5,7,19,,,,4.0,4.0,3.0,2.0,1.0,,1.0,,5.0,11.0,,,3.0,2.0,1.0,90.0
5,"Smith, Devon",5,2,8,13,,1.0,,3.0,,3.0,,5.0,,1.0,,6.0,8.0,,,4.0,,,85.0
40,"Snelling, Will",4,3,14,18,,,,10.0,2.0,3.0,2.0,6.0,2.0,1.0,,9.0,11.0,,,1.0,,,88.0
20,"Townsend, Jacob",5,2,5,10,1,1.0,,4.0,,,,3.0,2.0,2.0,,6.0,3.0,2.0,,1.0,,,79.0
11,"Zaharakis, David",5,1,15,20,,2.0,,3.0,,2.0,3.0,,,,,5.0,13.0,,,,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,66,146,322,9,8.0,25.0,75.0,37.0,47.0,37.0,64.0,20.0,16.0,5.0,138.0,175.0,10.0,4.0,41.0,10.0,8.0,
Opposition,Opposition,167,55,150,317,8,11.0,27.0,54.0,38.0,45.0,29.0,52.0,16.0,20.0,1.0,131.0,187.0,11.0,4.0,52.0,4.0,6.0,
