North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Campbell, Matt",22y 108d,40 (23-1-16 58.75%),50 (1.25),←,
27,"Edwards, Aaron",25y 68d,33 (19-1-13 59.09%),40 (1.21),29 (15-1-13 53.45%),38 (1.31)
11,"Firrito, Michael",25y 163d,112 (58-1-53 52.23%),18 (0.16),←,
38,"Gibson, Josh",25y 57d,50 (25-0-25 50.00%),1 (0.02),←,
22,"Goldstein, Todd",20y 312d,5 (4-0-1 80.00%),2 (0.40),←,
31,"Hale, David",24y 352d,108 (49-1-58 45.83%),89 (0.82),←,
39,"Harding, Leigh",28y 13d,118 (58-2-58 50.00%),142 (1.20),←,
4,"Harris, Daniel",26y 364d,141 (71-2-68 51.06%),41 (0.29),←,
2,"Lower, Ed",21y 320d,31 (17-1-13 56.45%),15 (0.48),←,
1,"McIntosh, Hamish",24y 247d,64 (28-1-35 44.53%),31 (0.48),←,
42,"McMahon, Scott",22y 341d,36 (21-0-15 58.33%),22 (0.61),←,
20,"Petrie, Drew",26y 206d,161 (79-2-80 49.69%),135 (0.84),←,
5,"Power, Sam",25y 311d,113 (42-3-68 38.50%),18 (0.16),29 (14-1-14 50.00%),2 (0.07)
15,"Ross, Ben",20y 230d,4 (4-0-0 100.00%),2 (0.50),←,
7,"Simpson, Adam",33y 82d,295 (169-2-124 57.63%),81 (0.27),←,
9,"Swallow, Andrew",21y 341d,47 (22-0-25 46.81%),17 (0.36),←,
12,"Thomas, Lindsay",21y 70d,42 (21-1-20 51.19%),51 (1.21),←,
16,"Thompson, Scott",23y,13 (3-1-9 26.92%),,←,
35,"Warren, Ben",20y 87d,4 (2-0-2 50.00%),4 (1.00),←,
36,"Watt, Shannon",28y 164d,154 (80-2-72 52.60%),9 (0.06),←,
8,"Wells, Daniel",24y 95d,127 (64-2-61 51.18%),68 (0.54),←,
19,"Ziebell, Jack",18y 70d,7 (3-0-4 42.86%),2 (0.29),←,
Totals,Totals,24y 66d,1705 (862-23-820 50.56%),838 (0.49),,
C,"Laidley, Dani",42y 43d,144 (71-2-71 50.00%),,←,
