Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
9,"Campbell, Wayne",19y 195d,14 (5-0-9 35.71%),6 (0.43),←,
44,"Daffy, Nick",18y 330d,2 (0-0-2 0.00%),,←,
18,"Edwards, Stuart",19y 259d,2 (0-0-2 0.00%),2 (1.00),←,
30,"Free, Tony",22y 283d,73 (23-0-50 31.51%),24 (0.33),←,
25,"Gale, Brendon",23y 262d,45 (14-0-31 31.11%),37 (0.82),←,
39,"Gwilliam, Brad",25y 240d,6 (3-0-3 50.00%),,2 (0-0-2 0.00%),
34,"Hogg, Jeff",25y 173d,109 (33-0-76 30.28%),204 (1.87),←,
42,"Honybun, David",30y 2d,46 (16-0-30 34.78%),34 (0.74),41 (13-0-28 31.71%),32 (0.78)
16,"Jackson, Stevan",22y 27d,40 (22-0-18 55.00%),69 (1.73),2 (0-0-2 0.00%),1 (0.50)
2,"Keays, Terry",21y 338d,37 (15-0-22 40.54%),39 (1.05),17 (6-0-11 35.29%),28 (1.65)
33,"Knights, Matthew",21y 183d,69 (21-0-48 30.43%),47 (0.68),←,
4,"Lambert, Craig",23y 183d,84 (24-0-60 28.57%),36 (0.43),←,
26,"Leys, Brian",24y 58d,69 (23-0-46 33.33%),8 (0.12),←,
27,"Maxfield, Stuart",19y 362d,9 (1-0-8 11.11%),1 (0.11),←,
28,"McQueen, Mark",22y 87d,7 (1-0-6 14.29%),2 (0.29),←,
6,"Naish, Chris",20y 191d,27 (8-0-19 29.63%),40 (1.48),←,
8,"Ryan, Stephen",21y 274d,36 (11-0-25 30.56%),36 (1.00),←,
41,"Turner, Scott",21y 310d,24 (7-0-17 29.17%),8 (0.33),←,
23,"Walker, Robert",22y 16d,5 (3-0-2 60.00%),,←,
3,"Weightman, Dale",32y 185d,253 (114-2-137 45.45%),329 (1.30),←,
Totals,Totals,22y 362d,957 (344-2-611 35.95%),922 (0.96),,
C,"Jeans, Allan",58y 197d,556 (352-2-202 63.49%),,2 (0-0-2 0.00%),
