St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
29,"Baker, Steven",21y 81d,24 (5-0-19 20.83%),3 (0.13),←,
21,"Beetham, Caydn",19y 153d,26 (4-0-22 15.38%),8 (0.31),←,
22,"Begley, James",21y 20d,22 (4-1-17 20.45%),2 (0.09),←,
27,"Blake, Jason",20y 149d,22 (4-0-18 18.18%),4 (0.18),←,
11,"Callaghan, Craig",25y 155d,109 (30-0-79 27.52%),91 (0.83),14 (2-0-12 14.29%),22 (1.57)
16,"Capuano, Mathew",25y 343d,92 (61-0-31 66.30%),30 (0.33),10 (1-0-9 10.00%),6 (0.60)
6,"Delaney, Tony",25y 227d,75 (21-2-52 29.33%),25 (0.33),32 (4-1-27 14.06%),5 (0.16)
10,"Everitt, Peter",27y 100d,166 (70-2-94 42.77%),280 (1.69),←,
9,"Gehrig, Fraser",25y 161d,132 (65-1-66 49.62%),160 (1.21),17 (2-0-15 11.76%),1 (0.06)
2,"Hamill, Aaron",23y 356d,111 (52-0-59 46.85%),142 (1.28),19 (3-0-16 15.79%),28 (1.47)
8,"Hudghton, Max",24y 343d,99 (39-1-59 39.90%),7 (0.07),←,
5,"Jones, Austinn",24y 317d,138 (56-1-81 40.94%),104 (0.75),←,
36,"Knowles, Brett",23y 90d,41 (10-0-31 24.39%),7 (0.17),←,
24,"Koschitzke, Justin",18y 325d,17 (2-0-15 11.76%),1 (0.06),←,
44,"Milne, Stephen",21y 156d,14 (2-0-12 14.29%),22 (1.57),←,
43,"Moyle, Brett",21y 133d,24 (4-0-20 16.67%),8 (0.33),←,
39,"Oliver, Chris",19y 33d,3 (0-0-3 0.00%),1 (0.33),←,
1,"Peckett, Justin",28y 310d,167 (69-1-97 41.62%),22 (0.13),←,
17,"Plapp, Justin",24y 50d,40 (12-0-28 30.00%),29 (0.73),22 (2-0-20 9.09%),7 (0.32)
4,"Thompson, Andrew",28y 294d,106 (43-1-62 41.04%),66 (0.62),←,
32,"Traianidis, Jason",26y 277d,60 (25-0-35 41.67%),36 (0.60),←,
30,"Wulf, Daniel",21y 84d,6 (0-0-6 0.00%),2 (0.33),←,
Totals,Totals,23y 222d,1494 (578-10-906 38.69%),1050 (0.70),,
C,"Thomas, Grant",43y 178d,4 (0-0-4 0.00%),,←,
