North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
45,"Banch, Zac",4,6,6,10,,,,,,1.0,,1.0,,,,2.0,9.0,,,,,,69.0
30,"Comben, Charlie",9,7,4,13,,1.0,,1.0,3.0,1.0,,5.0,1.0,2.0,,5.0,8.0,1.0,,4.0,,,92.0
25,"Curtis, Paul",6,5,3,9,2,,,3.0,,,,1.0,,1.0,,4.0,5.0,2.0,3.0,,,,78.0
5,"Daniel, Caleb",11,1,7,18,,,,4.0,4.0,,1.0,3.0,,2.0,,3.0,9.0,,,,1.0,,87.0
28,"Darling, Jack",6,4,5,11,1,1.0,,2.0,,,,4.0,,2.0,,7.0,3.0,2.0,2.0,3.0,,,83.0
9,"Davies-Uniacke, Luke",8,2,13,21,,,,7.0,1.0,4.0,4.0,8.0,2.0,3.0,,11.0,10.0,,,,1.0,,84.0
18,"Dawson, Wil",6,4,1,7,,,,2.0,3.0,,,2.0,1.0,2.0,,3.0,4.0,,,3.0,,,89.0
7,"Duursma, Zane",7,5,5,12,,,,,3.0,1.0,,2.0,,,,3.0,9.0,,,2.0,,1.0,75.0
46 ↑,"Hansen, Robert",2,1,2,4,,,,,,1.0,,1.0,,,,,4.0,,,,,,22.0
17,"Hardeman, Riley",10,8,9,19,,,,,4.0,3.0,,1.0,1.0,,,4.0,15.0,,,4.0,1.0,,81.0
41 ↓,"Konstanty, Jacob",3,,1,4,,,,2.0,,2.0,,1.0,,,,,4.0,,,1.0,,1.0,54.0
19,"Logue, Griffin",5,3,8,13,,,,,3.0,1.0,1.0,,1.0,,,2.0,10.0,,,4.0,,,84.0
39,"Maley, Finnbar",5,4,3,8,1,,2.0,1.0,1.0,,1.0,5.0,,3.0,,4.0,6.0,1.0,1.0,1.0,,,71.0
10,"McKercher, Colby",21,6,11,32,,,,1.0,7.0,1.0,,3.0,,1.0,,3.0,22.0,1.0,,,3.0,,81.0
2,"OSullivan, Finn",4,3,12,16,,,,6.0,1.0,,2.0,3.0,,1.0,,5.0,12.0,,1.0,,,,84.0
26,"Parker, Luke",17,3,14,31,,1.0,,5.0,,3.0,7.0,7.0,3.0,2.0,,15.0,17.0,,,2.0,,,78.0
32,"Pink, Toby",13,6,2,15,,,,2.0,7.0,,,1.0,3.0,1.0,,5.0,8.0,1.0,1.0,1.0,,,93.0
24,"Powell, Tom",13,7,11,24,,,,8.0,3.0,3.0,4.0,4.0,,1.0,,8.0,16.0,,,1.0,,1.0,73.0
3,"Sheezel, Harry",15,7,12,27,,,,5.0,4.0,4.0,4.0,1.0,1.0,,,5.0,20.0,,,,,,85.0
12,"Simpkin, Jy",14,7,10,24,,,,3.0,2.0,3.0,2.0,4.0,1.0,2.0,,9.0,16.0,1.0,,3.0,1.0,,83.0
15,"Stephens, Dylan",8,7,9,17,,,,,4.0,2.0,,3.0,,,,1.0,17.0,,,,,1.0,92.0
43,"Teakle, Brynn",7,1,6,13,,1.0,29.0,3.0,4.0,2.0,7.0,2.0,3.0,,,11.0,2.0,,,1.0,,,81.0
44,"Zurhaar, Cameron",10,3,,10,3,1.0,,2.0,,4.0,1.0,1.0,2.0,,,6.0,3.0,2.0,1.0,,1.0,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,100,154,358,7,7.0,31.0,57.0,54.0,36.0,34.0,63.0,19.0,23.0,,116.0,229.0,11.0,9.0,30.0,8.0,4.0,
Opposition,Opposition,226,105,149,375,22,18.0,50.0,67.0,29.0,77.0,44.0,52.0,23.0,19.0,6.0,132.0,233.0,15.0,27.0,30.0,3.0,17.0,
