Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
14,"Bugg, Tomas",22y 76d,61 (16-0-45 26.23%),14 (0.23),←,
21,"Buntine, Matt",21y 244d,23 (7-0-16 30.43%),1 (0.04),←,
18,"Cameron, Jeremy",22y 80d,63 (13-0-50 20.63%),155 (2.46),←,
35,"Corr, Aidan",21y 34d,23 (5-0-18 21.74%),1 (0.04),←,
4,"Greene, Toby",21y 268d,65 (14-0-51 21.54%),29 (0.45),←,
32,"Griffen, Ryan",28y 328d,214 (104-1-109 48.83%),135 (0.63),12 (7-0-5 58.33%),5 (0.42)
19,"Haynes, Nick",23y 33d,38 (9-0-29 23.68%),3 (0.08),←,
22,"Kelly, Josh",20y 128d,28 (10-0-18 35.71%),15 (0.54),←,
37,"Lobb, Rory",22y 131d,3 (0-0-3 0.00%),1 (0.33),←,
34,"Marchbank, Caleb",18y 195d,1 (0-0-1 0.00%),,←,
25,"McCarthy, Cam",20y 80d,13 (8-0-5 61.54%),30 (2.31),←,
7,"Palmer, Rhys",26y 127d,101 (30-0-71 29.70%),71 (0.70),48 (9-0-39 18.75%),48 (1.00)
23,"Shaw, Heath",29y 205d,203 (123-2-78 61.08%),37 (0.18),30 (13-0-17 43.33%),
5,"Shiel, Dylan",22y 103d,62 (14-0-48 22.58%),32 (0.52),←,
10,"Smith, Devon",22y 31d,71 (16-0-55 22.54%),61 (0.86),←,
38,"Steele, Jack",19y 189d,1 (0-0-1 0.00%),,←,
36,"Stewart, James",21y 108d,13 (7-0-6 53.85%),15 (1.15),←,
17,"Treloar, Adam",22y 103d,70 (16-0-54 22.86%),44 (0.63),←,
8,"Ward, Callan",25y 71d,133 (47-0-86 35.34%),64 (0.48),73 (15-0-58 20.55%),31 (0.42)
6,"Whitfield, Lachie",20y 337d,41 (10-0-31 24.39%),19 (0.46),←,
29,"Williams, Zac",20y 273d,23 (5-0-18 21.74%),5 (0.22),←,
16,"Wilson, Nathan",22y 164d,26 (7-0-19 26.92%),8 (0.31),←,
Totals,Totals,22y 184d,1276 (461-3-812 36.13%),740 (0.58),,
C,"Cameron, Leon",42y 291d,34 (13-0-21 38.24%),,←,
