Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Bourke, David",5,1,,5,,1.0,,2.0,2.0,,,1.0,,,,1.0,4.0,,,1.0,,,
11,"Bowden, Joel",16,5,3,19,1,1.0,,,4.0,2.0,1.0,3.0,1.0,2.0,,5.0,13.0,1.0,2.0,2.0,2.0,,
17,"Broderick, Paul",11,3,3,14,3,1.0,,1.0,1.0,2.0,1.0,,1.0,1.0,,6.0,8.0,,1.0,,1.0,,
15,"Cameron, Leon",18,7,3,21,,,,2.0,6.0,7.0,1.0,2.0,1.0,,,6.0,14.0,1.0,,2.0,2.0,,
9,"Campbell, Wayne",11,2,6,17,,,,3.0,2.0,3.0,4.0,1.0,1.0,,,10.0,6.0,1.0,,,1.0,,
6,"Chaffey, Mark",9,5,10,19,,,,1.0,2.0,,,5.0,1.0,,,6.0,12.0,1.0,,2.0,,,
14,"Fiora, Aaron",4,1,2,6,1,,,1.0,,2.0,1.0,1.0,,,,2.0,4.0,,1.0,,,,
25,"Gale, Brendon",2,4,5,7,,,3.0,2.0,,,1.0,,,1.0,,5.0,2.0,2.0,,,,,
2,"Gaspar, Darren",10,7,4,14,,1.0,,,2.0,2.0,1.0,2.0,1.0,1.0,,4.0,10.0,,,,,,
1,"Hilton, Rory",9,2,5,14,,,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,,5.0,8.0,,,1.0,,,
16,"Holland, Ben",6,4,11,17,,,1.0,2.0,,,2.0,1.0,1.0,1.0,,10.0,7.0,2.0,,1.0,,,
39,"Kellaway, Andrew",8,7,8,16,,,,2.0,2.0,1.0,,1.0,,,,4.0,12.0,,,2.0,3.0,,
3,"Kellaway, Duncan",6,5,7,13,,,,1.0,,,1.0,1.0,,2.0,,4.0,9.0,,2.0,1.0,,,
21,"King, Clinton",5,,10,15,2,,,1.0,1.0,2.0,2.0,1.0,,,,5.0,10.0,,,1.0,,,
33,"Knights, Matthew",14,4,2,16,1,,,1.0,3.0,1.0,1.0,,4.0,,1.0,4.0,11.0,,1.0,1.0,1.0,,
5,"Ottens, Brad",14,8,7,21,2,1.0,24.0,1.0,1.0,6.0,6.0,3.0,1.0,2.0,,15.0,6.0,4.0,2.0,3.0,,,
12,"Richardson, Matthew",18,17,3,21,2,6.0,,,,3.0,1.0,1.0,2.0,2.0,3.0,12.0,9.0,8.0,9.0,1.0,,,
4,"Rogers, Matthew",5,4,5,10,1,,,,,2.0,3.0,,,,,4.0,6.0,,1.0,1.0,,,
19,"Sziller, Steven",9,3,9,18,,1.0,,2.0,1.0,4.0,3.0,1.0,,2.0,,7.0,11.0,,,1.0,,,
32,"Tivendale, Greg",5,1,1,6,,,,,1.0,3.0,1.0,,2.0,,,3.0,4.0,,,1.0,,,
29,"Torney, Jason",10,4,5,15,,,,2.0,1.0,1.0,1.0,,1.0,2.0,,3.0,13.0,,,1.0,5.0,,
36,"Zantuck, Ty",,1,1,1,,,,1.0,,,,,,,,1.0,,1.0,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,95,110,305,13,14.0,29.0,26.0,31.0,43.0,31.0,26.0,18.0,17.0,4.0,122.0,179.0,21.0,19.0,22.0,15.0,,
Opposition,Opposition,176,71,70,246,13,10.0,27.0,36.0,29.0,50.0,36.0,16.0,17.0,18.0,2.0,100.0,137.0,9.0,10.0,37.0,32.0,,
