Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Bolton, David",5,,2,7,,,,,,,,,2.0,1.0,,,,,,,,,
7,"Carroll, Dennis",12,2,7,19,,,,2.0,,,,,2.0,,,,,,,,,,
29,"Cordy, Neil",10,7,7,17,,,2.0,1.0,,,,,2.0,1.0,,,,,,,,,
6,"Eustice, Mark",5,1,1,6,,,,1.0,,,,,1.0,1.0,,,,,,,,,
3,"Healy, Gerard",21,2,8,29,,,,,,,,,,,,,,,,,,,
9,"Henwood, Wayne",9,2,4,13,,,4.0,,,,,,1.0,2.0,,,,,,,,,
47,"Higgins, Leon",7,1,5,12,,,,2.0,,,,,1.0,,,,,,,,,,
45,"Kelly, Paul",6,,4,10,,1.0,,2.0,,,,,,1.0,,,,,,,,,
10,"Mitchell, Barry",14,1,14,28,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
35,"Murphy, David",14,5,8,22,,,,,,,,,1.0,1.0,,,,,,,,,
19,"Parsons, Michael",2,3,6,8,,,25.0,1.0,,,,,1.0,2.0,,,,,,,,,
31,"Phyland, Michael",4,,5,9,,,,,,,,,,2.0,,,,,,,,,
17,"Potter, Craig",13,,3,16,,3.0,,1.0,,,,,3.0,2.0,,,,,,,,,
5,"Roberts, Ian",5,1,4,9,,,,,,,,,,1.0,,,,,,,,,
8,"Ryan, Matthew",7,2,9,16,3,1.0,,,,,,,,3.0,,,,,,,,,
12,"Thripp, Terry",8,3,10,18,,,,2.0,,,,,1.0,,,,,,,,,,
15,"Toohey, Bernard",10,2,8,18,,,,,,,,,2.0,,,,,,,,,,
48,"Tunbridge, Brad",5,4,5,10,2,,12.0,,,,,,1.0,1.0,,,,,,,,,
20,"West, Jim",6,4,7,13,1,,,,,,,,,1.0,,,,,,,,,
26,"Wright, Stephen",14,,8,22,3,,,,,,,,2.0,4.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,40,125,302,10,7.0,43.0,12.0,,,,,21.0,24.0,,,,,,,,,
Opposition,Opposition,218,98,129,347,19,14.0,31.0,17.0,,,,,24.0,21.0,6.0,,,,,,,,
