Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Astbury, David",6,5,5,11,1,,,,,1.0,,2.0,1.0,1.0,,3.0,8.0,1.0,,6.0,,1.0,100.0
11,"Batchelor, Jake",8,5,7,15,,,,2.0,1.0,2.0,,5.0,,2.0,,3.0,13.0,1.0,,,,1.0,79.0
25,"Chaplin, Troy",7,4,9,16,,,,1.0,,2.0,,1.0,1.0,,,2.0,14.0,,,1.0,1.0,,98.0
9,"Cotchin, Trent",14,2,15,29,1,2.0,,3.0,1.0,2.0,6.0,3.0,2.0,2.0,,11.0,17.0,,,1.0,,1.0,83.0
10,"Edwards, Shane",8,3,13,21,1,,,6.0,3.0,2.0,6.0,4.0,,1.0,,7.0,14.0,,,2.0,2.0,1.0,86.0
5,"Ellis, Brandon",10,5,23,33,,,,3.0,1.0,,3.0,1.0,,,,9.0,24.0,,,2.0,1.0,,87.0
32,"Ellis, Corey",3,2,10,13,1,1.0,,2.0,,,2.0,3.0,1.0,2.0,,5.0,8.0,,2.0,,,,72.0
6,"Grigg, Shaun",6,3,8,14,1,,,4.0,,3.0,1.0,1.0,2.0,1.0,,7.0,7.0,,1.0,1.0,,,76.0
14,"Houli, Bachar",16,7,17,33,1,,,9.0,8.0,2.0,2.0,5.0,4.0,1.0,2.0,10.0,20.0,,1.0,,5.0,,83.0
28,"Hunt, Taylor",7,4,10,17,,,,2.0,2.0,1.0,1.0,2.0,3.0,1.0,,2.0,16.0,,,,,1.0,85.0
35 ↓,"Lennon, Ben",1,1,2,3,,,,1.0,,1.0,1.0,,,,,2.0,1.0,1.0,,1.0,,,45.0
27 ↑,"Lloyd, Sam",4,3,3,7,,,,1.0,,4.0,,,,,,2.0,5.0,,,,,,34.0
20,"Maric, Ivan",9,5,7,16,,,25.0,2.0,,6.0,7.0,4.0,1.0,1.0,,7.0,6.0,,,,,,92.0
4,"Martin, Dustin",20,2,12,32,,,,4.0,4.0,4.0,2.0,5.0,2.0,3.0,,7.0,26.0,,,,,,76.0
33,"McIntosh, Kamdyn",13,8,5,18,,,,1.0,3.0,5.0,1.0,1.0,1.0,,,3.0,14.0,1.0,,2.0,,,85.0
26,"Miles, Anthony",9,3,8,17,1,1.0,,2.0,2.0,1.0,4.0,,1.0,,,6.0,11.0,,,,,,85.0
38,"Morris, Steven",4,2,3,7,,1.0,,3.0,,1.0,,1.0,,1.0,,,7.0,,1.0,,,2.0,87.0
1,"Newman, Chris",6,3,11,17,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,14.0,,1.0,1.0,,1.0,80.0
18,"Rance, Alex",3,4,13,16,,,,5.0,2.0,2.0,,2.0,1.0,1.0,,6.0,10.0,1.0,,10.0,4.0,,100.0
8,"Riewoldt, Jack",9,6,3,12,3,,,1.0,,3.0,,1.0,4.0,1.0,,8.0,5.0,2.0,3.0,1.0,,,97.0
29,"Vickery, Ty",4,4,5,9,1,1.0,5.0,2.0,,,1.0,2.0,,,,2.0,7.0,,3.0,2.0,,,91.0
31,"Vlastuin, Nick",6,3,12,18,,,,3.0,1.0,1.0,,1.0,3.0,,,6.0,12.0,,,3.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,84,201,374,11,10.0,30.0,58.0,29.0,44.0,37.0,45.0,27.0,18.0,2.0,109.0,259.0,7.0,12.0,33.0,13.0,8.0,
Opposition,Opposition,191,116,161,352,12,13.0,37.0,44.0,31.0,43.0,29.0,40.0,18.0,27.0,4.0,116.0,249.0,11.0,13.0,34.0,8.0,9.0,
