Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",26y 129d,64 (31-0-33 48.44%),18 (0.28),42 (23-0-19 54.76%),10 (0.24)
32,"Bourke, David",19y 146d,8 (7-0-1 87.50%),1 (0.13),←,
22,"Bower, Nathan",22y 361d,36 (17-0-19 47.22%),12 (0.33),←,
17,"Broderick, Paul",25y 152d,125 (60-0-65 48.00%),99 (0.79),32 (21-0-11 65.63%),19 (0.59)
21,"Bulluss, Paul",25y 132d,37 (12-0-25 32.43%),9 (0.24),←,
9,"Campbell, Wayne",22y 254d,83 (34-0-49 40.96%),47 (0.57),←,
10,"Daffy, Nick",22y 24d,36 (22-0-14 61.11%),39 (1.08),←,
14,"Dear, Greg",32y 48d,167 (121-0-46 72.46%),23 (0.14),30 (19-0-11 63.33%),5 (0.17)
18,"Edwards, Stuart",22y 318d,39 (21-0-18 53.85%),45 (1.15),←,
25,"Gale, Brendon",26y 321d,108 (43-0-65 39.81%),110 (1.02),←,
11,"Gale, Michael",28y 165d,132 (58-0-74 43.94%),36 (0.27),27 (17-0-10 62.96%),7 (0.26)
3,"Kellaway, Duncan",22y 107d,42 (24-0-18 57.14%),,←,
33,"Knights, Matthew",24y 242d,139 (50-0-89 35.97%),89 (0.64),←,
27,"Maxfield, Stuart",23y 56d,77 (30-0-47 38.96%),53 (0.69),←,
28,"Merenda, Mark",19y 218d,10 (9-0-1 90.00%),1 (0.10),←,
6,"Naish, Chris",23y 250d,94 (37-0-57 39.36%),140 (1.49),←,
19,"Neeld, Mark",23y 326d,64 (36-0-28 56.25%),31 (0.48),16 (10-0-6 62.50%),14 (0.88)
7,"Prescott, Ashley",22y 266d,18 (12-0-6 66.67%),,←,
4,"Rogers, Matthew",21y 191d,27 (17-0-10 62.96%),28 (1.04),←,
5,"Tape, Jamie",21y 60d,31 (20-0-11 64.52%),2 (0.06),←,
41,"Turner, Scott",25y 4d,87 (34-0-53 39.08%),28 (0.32),←,
Totals,Totals,23y 336d,1424 (695-0-729 48.81%),811 (0.57),,
C,"Northey, John",51y 340d,241 (121-1-119 50.41%),,52 (25-0-27 48.08%),
