Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",9,5,9,18,,,,2.0,1.0,5.0,1.0,3.0,1.0,,,4.0,14.0,1.0,,,,1.0,82.0
15,"Anderson, Noah",16,3,20,36,,,,5.0,5.0,9.0,9.0,5.0,,,,14.0,23.0,,,1.0,,3.0,80.0
10 ↓,"Ballard, Charlie",5,3,1,6,,,,1.0,1.0,,,,,,,1.0,5.0,1.0,,2.0,,,45.0
35,"Budarick, Connor",8,4,9,17,,,,3.0,2.0,4.0,,,,,,3.0,13.0,,,1.0,,,77.0
33,"Clohesy, Sam",7,1,2,9,,1.0,,1.0,,3.0,,,,,,3.0,6.0,,,,,,93.0
25,"Collins, Sam",8,7,4,12,,,,2.0,4.0,2.0,1.0,1.0,,,,5.0,9.0,1.0,,5.0,,1.0,88.0
26,"Graham, Will",7,2,2,9,1,1.0,,7.0,,2.0,2.0,2.0,1.0,1.0,,5.0,5.0,,2.0,,,2.0,79.0
7,"Holman, Nick",7,1,7,14,,1.0,,5.0,,2.0,2.0,1.0,2.0,,,6.0,8.0,,,1.0,,1.0,77.0
19,"Humphrey, Bailey",8,4,12,20,,,,2.0,1.0,6.0,5.0,4.0,1.0,1.0,,11.0,10.0,,,,,5.0,86.0
40,"Jeffrey, Joel",14,4,6,20,,,,3.0,3.0,4.0,,1.0,2.0,,,4.0,13.0,,,3.0,,1.0,79.0
34,"King, Ben",8,8,3,11,6,2.0,,,,,,1.0,,,2.0,4.0,7.0,2.0,8.0,1.0,,1.0,87.0
22,"Long, Ben",9,5,3,12,4,1.0,,,,4.0,,1.0,,,,7.0,7.0,,4.0,4.0,1.0,1.0,79.0
11,"Miller, Touk",12,4,14,26,2,1.0,,2.0,1.0,3.0,10.0,4.0,1.0,1.0,1.0,17.0,11.0,,1.0,3.0,,,73.0
2,"Noble, John",14,2,5,19,,,,2.0,1.0,2.0,,,,,,3.0,13.0,,,3.0,,1.0,83.0
27,"Powell, Wil",8,5,5,13,,,,3.0,4.0,2.0,,5.0,,,,4.0,8.0,,,2.0,,,85.0
20,"Read, Ethan",7,3,3,10,2,2.0,9.0,2.0,,,,2.0,1.0,1.0,,6.0,4.0,1.0,2.0,1.0,,,82.0
17,"Rioli, Daniel",12,5,9,21,2,,,,2.0,3.0,1.0,5.0,,1.0,,5.0,15.0,,1.0,1.0,,,82.0
29,"Rogers, Jake",6,4,7,13,3,,,1.0,,1.0,,2.0,1.0,1.0,,7.0,8.0,,1.0,1.0,,,75.0
18,"Rowell, Matt",17,,13,30,,,,8.0,,6.0,10.0,3.0,2.0,1.0,3.0,15.0,15.0,,,1.0,1.0,,79.0
6 ↑,"Sexton, Alex",2,1,1,3,,1.0,,2.0,,1.0,,,1.0,,,1.0,3.0,,,,,1.0,41.0
32,"Uwland, Bodhi",7,2,8,15,,,,3.0,2.0,,1.0,4.0,1.0,2.0,,6.0,6.0,,,6.0,,,92.0
14,"Weller, Lachie",9,2,12,21,,,,6.0,,5.0,3.0,4.0,3.0,1.0,,5.0,17.0,,,1.0,,1.0,71.0
28,"Witts, Jarrod",6,2,7,13,,,68.0,4.0,,3.0,5.0,1.0,3.0,,,9.0,4.0,,,1.0,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,77,162,368,20,16.0,77.0,64.0,27.0,67.0,50.0,49.0,20.0,10.0,6.0,145.0,224.0,6.0,19.0,38.0,2.0,19.0,
Opposition,Opposition,163,62,133,296,7,7.0,19.0,65.0,47.0,34.0,33.0,55.0,10.0,20.0,,102.0,179.0,6.0,8.0,47.0,7.0,5.0,
