Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Aleer, Leek",7,5,7,14,,,,2.0,1.0,1.0,,2.0,3.0,,,6.0,8.0,,,6.0,,,88.0
7,"Ash, Lachie",10,7,5,15,,2.0,,1.0,2.0,4.0,,1.0,,,,2.0,13.0,,1.0,3.0,1.0,1.0,87.0
32,"Briggs, Kieren",5,3,3,8,,,10.0,1.0,,1.0,3.0,2.0,,1.0,,4.0,3.0,,,3.0,,,63.0
46,"Brown, Callum",9,8,2,11,,,,3.0,,,,,,,,1.0,10.0,,,4.0,,,81.0
5,"Bruhn, Tanner",6,2,6,12,,2.0,,3.0,,3.0,2.0,1.0,,1.0,,3.0,9.0,,,,,,80.0
3,"Coniglio, Stephen",17,8,14,31,,1.0,,4.0,,3.0,3.0,1.0,1.0,,,9.0,20.0,1.0,,,,1.0,90.0
13,"Cumming, Isaac",17,9,5,22,,,,3.0,6.0,1.0,1.0,1.0,,,,7.0,11.0,,,5.0,,,87.0
12,"Green, Tom",10,3,19,29,,,,5.0,3.0,,4.0,1.0,,,,13.0,17.0,,,3.0,,2.0,70.0
19,"Haynes, Nick",21,15,4,25,1,,,,5.0,2.0,,2.0,1.0,,,3.0,22.0,1.0,,3.0,,,79.0
27,"Himmelberg, Harry",20,12,10,30,,,2.0,1.0,9.0,3.0,,5.0,1.0,1.0,,6.0,21.0,,,4.0,,,98.0
23,"Hogan, Jesse",10,11,2,12,2,,2.0,1.0,,1.0,,,,,,4.0,8.0,4.0,4.0,1.0,,,90.0
2,"Hopper, Jacob",11,4,15,26,,,,2.0,,4.0,4.0,5.0,,,,9.0,19.0,,,,,1.0,75.0
25 ↓,"Keeffe, Lachlan",6,5,6,12,1,,9.0,2.0,,1.0,,2.0,,2.0,,3.0,9.0,,,3.0,,,65.0
22,"Kelly, Josh",26,12,9,35,,,,4.0,3.0,6.0,5.0,6.0,,2.0,1.0,9.0,24.0,1.0,,,1.0,,82.0
40,"Kennedy, Adam",11,9,4,15,,,,,1.0,,,1.0,,,,2.0,13.0,1.0,,2.0,,,65.0
38,"Lloyd, Daniel",8,6,5,13,,2.0,,,,4.0,1.0,2.0,1.0,,,6.0,6.0,1.0,,2.0,,1.0,93.0
33 ↑,"OHalloran, Xavier",2,2,3,5,,,,,,1.0,,3.0,,1.0,,,5.0,,,,,,17.0
36,"Perryman, Harry",13,6,10,23,,,,14.0,3.0,5.0,3.0,2.0,2.0,1.0,,7.0,16.0,,,1.0,,,81.0
26,"Riccardi, Jake",8,8,4,12,2,1.0,,1.0,,,,1.0,,,,2.0,10.0,1.0,2.0,,,,82.0
42,"Stein, Jake",7,4,,7,1,,,1.0,,1.0,,2.0,,1.0,,,6.0,,1.0,,,,74.0
15,"Taylor, Sam",9,6,4,13,,,,3.0,2.0,1.0,,1.0,2.0,,,6.0,8.0,1.0,,10.0,,1.0,96.0
8,"Ward, Callan",20,7,9,29,1,,,1.0,1.0,5.0,5.0,1.0,1.0,,,10.0,20.0,,,,,,78.0
6,"Whitfield, Lachie",21,13,8,29,,,,2.0,2.0,4.0,1.0,5.0,1.0,2.0,,3.0,26.0,,,1.0,,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,274,165,154,428,8,9.0,23.0,54.0,38.0,51.0,32.0,47.0,13.0,12.0,1.0,115.0,304.0,11.0,8.0,51.0,2.0,7.0,
Opposition,Opposition,205,91,174,379,9,8.0,33.0,44.0,42.0,48.0,32.0,49.0,12.0,13.0,5.0,132.0,251.0,8.0,9.0,42.0,12.0,7.0,
