Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Boak, Travis",6,3,10,16,,1.0,,3.0,,2.0,2.0,3.0,,2.0,,7.0,8.0,,,,,,86.0
5,"Broadbent, Matthew",15,4,5,20,,2.0,,,2.0,5.0,,,1.0,,,4.0,14.0,,,2.0,,1.0,93.0
27,"Carlile, Alipate",8,4,3,11,,,,1.0,3.0,,2.0,2.0,1.0,1.0,,3.0,8.0,,,2.0,,,94.0
18,"Cornes, Kane",6,5,10,16,,,,3.0,1.0,1.0,1.0,3.0,,2.0,,6.0,11.0,,,1.0,,,81.0
7,"Ebert, Brad",10,4,8,18,,,1.0,5.0,1.0,2.0,4.0,6.0,,3.0,,11.0,7.0,2.0,,,,,83.0
9,"Gray, Robbie",10,2,11,21,4,1.0,,2.0,,,5.0,2.0,4.0,,,13.0,5.0,1.0,1.0,2.0,1.0,,88.0
8,"Hartlett, Hamish",17,8,16,33,,1.0,2.0,3.0,1.0,5.0,8.0,5.0,1.0,,,17.0,16.0,1.0,,2.0,,,78.0
36,"Hombsch, Jack",12,7,4,16,,1.0,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,6.0,11.0,,1.0,4.0,,,90.0
42 ↓,"Jonas, Tom",6,5,,6,,,,2.0,3.0,,,1.0,,1.0,,,6.0,,,2.0,,,44.0
23,"Lobbe, Matthew",2,1,3,5,,,27.0,9.0,,,2.0,1.0,2.0,,,4.0,3.0,,,9.0,,2.0,90.0
6,"Monfries, Angus",7,3,4,11,1,1.0,,4.0,,3.0,,3.0,1.0,,,4.0,7.0,1.0,1.0,2.0,,1.0,81.0
26 ↑,"Moore, Andrew",7,3,1,8,,1.0,,2.0,1.0,1.0,3.0,1.0,1.0,,,4.0,4.0,,1.0,,,,38.0
32,"Neade, Jake",11,2,6,17,,1.0,,4.0,,3.0,,,3.0,,,6.0,10.0,,1.0,,1.0,,79.0
13,"OShea, Cameron",9,4,6,15,,,,1.0,4.0,1.0,1.0,3.0,,2.0,,5.0,10.0,1.0,,3.0,1.0,,88.0
29,"Pittard, Jasper",13,7,3,16,,,,3.0,4.0,2.0,,2.0,1.0,,,2.0,12.0,,,5.0,4.0,,84.0
21,"Polec, Jared",9,,8,17,1,2.0,,6.0,2.0,3.0,1.0,3.0,1.0,,,7.0,10.0,,,1.0,,1.0,86.0
28,"Schulz, Jay",8,6,5,13,1,1.0,,3.0,1.0,5.0,,3.0,1.0,1.0,,6.0,7.0,2.0,2.0,1.0,,2.0,97.0
12,"Trengove, Jackson",6,5,7,13,,,4.0,2.0,2.0,1.0,,4.0,1.0,,,8.0,5.0,2.0,,4.0,,,84.0
39,"Westhoff, Justin",15,12,5,20,,1.0,,2.0,1.0,5.0,,4.0,1.0,2.0,,7.0,14.0,2.0,2.0,,,1.0,94.0
19,"White, Matt",8,4,3,11,1,,,3.0,,2.0,2.0,3.0,,2.0,,2.0,9.0,,,2.0,,,78.0
16,"Wines, Ollie",13,4,13,26,3,,,5.0,1.0,7.0,7.0,5.0,,1.0,,13.0,13.0,,,1.0,,,74.0
20,"Wingard, Chad",14,2,4,18,4,,,2.0,2.0,4.0,3.0,2.0,1.0,,,8.0,10.0,,,2.0,2.0,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,95,135,347,15,15.0,34.0,67.0,30.0,54.0,42.0,58.0,21.0,18.0,,143.0,200.0,12.0,9.0,45.0,9.0,8.0,
Opposition,Opposition,200,81,132,332,11,17.0,59.0,58.0,35.0,49.0,43.0,47.0,18.0,21.0,,141.0,189.0,11.0,11.0,46.0,5.0,9.0,
