Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",25y 280d,82 (42-1-39 51.83%),24 (0.29),←,
17,"Cooney, Adam",27y 287d,195 (95-2-98 49.23%),167 (0.86),←,
6,"Dahlhaus, Luke",20y 327d,43 (14-0-29 32.56%),39 (0.91),←,
29,"Dickson, Tory",25y 291d,23 (5-0-18 21.74%),27 (1.17),←,
13,"Giansiracusa, Daniel",31y 125d,243 (108-4-131 45.27%),303 (1.25),←,
44,"Goodes, Brett",29y 147d,12 (4-0-8 33.33%),2 (0.17),←,
1,"Grant, Jarrad",24y 8d,51 (24-0-27 47.06%),58 (1.14),←,
16,"Griffen, Ryan",26y 352d,176 (88-1-87 50.28%),117 (0.66),←,
24,"Hrovat, Nathan",19y 37d,6 (3-0-3 50.00%),1 (0.17),←,
26,"Hunter, Lachie",18y 213d,3 (0-0-3 0.00%),1 (0.33),←,
19,"Jones, Liam",22y 140d,52 (19-0-33 36.54%),52 (1.00),←,
21,"Liberatore, Tom",21y 59d,48 (14-0-34 29.17%),10 (0.21),←,
27,"Minson, Will",28y 94d,151 (73-1-77 48.68%),70 (0.46),←,
38,"Morris, Dale",30y 197d,166 (89-2-75 54.22%),3 (0.02),←,
2,"Murphy, Robert",31y 35d,242 (104-4-134 43.80%),165 (0.68),←,
42,"Picken, Liam",26y 347d,100 (44-0-56 44.00%),29 (0.29),←,
23,"Roughead, Jordan",22y 253d,50 (18-0-32 36.00%),12 (0.24),←,
14,"Smith, Clay",20y 64d,30 (7-0-23 23.33%),16 (0.53),←,
25,"Stevens, Koby",22y 26d,23 (8-0-15 34.78%),8 (0.35),12 (4-0-8 33.33%),6 (0.50)
32,"Talia, Michael",20y 153d,10 (2-0-8 20.00%),1 (0.10),←,
15,"Tutt, Jason",22y 60d,14 (3-0-11 21.43%),11 (0.79),←,
3,"Wallis, Mitch",20y 263d,36 (9-0-27 25.00%),10 (0.28),←,
Totals,Totals,24y 171d,1756 (773-15-968 44.02%),1126 (0.64),,
C,"McCartney, Brendan",52y 264d,37 (9-0-28 24.32%),,←,
