Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",12,1,16,28,1,1.0,,3.0,3.0,4.0,6.0,2.0,1.0,,,12.0,15.0,,,,1.0,1.0,87.0
13,"Ah Chee, Callum",7,2,1,8,1,,,4.0,,4.0,,3.0,1.0,1.0,,3.0,6.0,,,,,,77.0
27,"Cameron, Clay",4,3,10,14,,,,3.0,2.0,1.0,1.0,2.0,1.0,,,4.0,10.0,,,2.0,,,97.0
15,"Currie, Daniel",3,2,5,8,,1.0,21.0,3.0,,2.0,2.0,5.0,1.0,5.0,,6.0,2.0,1.0,1.0,4.0,,,86.0
12,"Day, Sam",3,4,7,10,,,,3.0,2.0,1.0,,2.0,1.0,,,7.0,7.0,1.0,,6.0,,,96.0
2,"Grant, Jarrad",6,5,5,11,1,,,1.0,1.0,2.0,,1.0,1.0,,,2.0,8.0,,1.0,1.0,,,85.0
33,"Hall, Aaron",16,3,16,32,,,,1.0,1.0,5.0,2.0,2.0,1.0,,,9.0,23.0,,,,,,77.0
5,"Harbrow, Jarrod",9,3,10,19,,,,3.0,4.0,1.0,1.0,2.0,,1.0,,3.0,17.0,,,4.0,4.0,,90.0
28,"Kolodjashnij, Kade",13,7,8,21,,1.0,,2.0,1.0,4.0,,2.0,1.0,,,3.0,18.0,,,2.0,1.0,1.0,89.0
23,"Lemmens, Sean",7,4,10,17,,,,,3.0,,2.0,4.0,3.0,3.0,,8.0,10.0,,,3.0,,,67.0
37,"Lonergan, Jesse",5,5,13,18,,1.0,,4.0,2.0,1.0,1.0,3.0,,1.0,,5.0,13.0,,1.0,1.0,1.0,,73.0
19,"Lynch, Tom",10,8,2,12,4,1.0,,,,4.0,,2.0,1.0,1.0,,6.0,6.0,4.0,3.0,1.0,,,90.0
7,"Malceski, Nick",14,4,9,23,,,,3.0,5.0,3.0,2.0,5.0,1.0,2.0,,9.0,14.0,1.0,,1.0,,1.0,81.0
4,"Martin, Jack",6,5,12,18,,1.0,,5.0,,,4.0,2.0,1.0,1.0,,6.0,12.0,,1.0,2.0,,,77.0
18,"McKenzie, Trent",9,,3,12,,,,1.0,4.0,2.0,,2.0,,1.0,,1.0,8.0,,,4.0,,,85.0
11,"Miller, Touk",5,2,9,14,,1.0,,1.0,,3.0,3.0,3.0,1.0,2.0,,6.0,8.0,,1.0,,,,80.0
35,"Rischitelli, Michael",10,4,15,25,1,,,4.0,4.0,1.0,3.0,3.0,,2.0,,10.0,16.0,1.0,1.0,1.0,,,75.0
3,"Rosa, Matt",12,7,17,29,,,5.0,2.0,4.0,2.0,2.0,2.0,1.0,,,9.0,22.0,,,3.0,1.0,1.0,87.0
8,"Russell, Luke",1,,2,3,,,,3.0,1.0,,,,,,,1.0,2.0,,,,,,58.0
42,"Saad, Adam",7,3,8,15,,,,2.0,4.0,2.0,1.0,1.0,,,,7.0,7.0,,,2.0,5.0,1.0,69.0
6,"Sexton, Alex",8,4,4,12,,1.0,,3.0,1.0,2.0,,5.0,,2.0,,6.0,8.0,1.0,,1.0,,,85.0
30,"Wright, Peter",12,8,5,17,3,1.0,4.0,2.0,1.0,5.0,,,4.0,,,11.0,6.0,4.0,2.0,5.0,,1.0,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,84,187,366,11,15.0,30.0,53.0,43.0,49.0,30.0,53.0,20.0,22.0,,134.0,238.0,13.0,11.0,43.0,13.0,6.0,
Opposition,Opposition,218,97,144,362,18,11.0,26.0,57.0,30.0,62.0,29.0,53.0,22.0,20.0,6.0,138.0,229.0,14.0,14.0,45.0,17.0,15.0,
