Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bowden, Joel",7,2,6,13,,,,2.0,2.0,3.0,2.0,3.0,,1.0,,3.0,10.0,,,1.0,4.0,,71.0
7,"Brown, Nathan",13,4,3,16,4,3.0,,2.0,,2.0,1.0,,3.0,,,8.0,8.0,,2.0,,2.0,,100.0
17,"Campbell, Wayne",9,5,13,22,,,1.0,4.0,4.0,4.0,7.0,2.0,2.0,2.0,,10.0,13.0,,,2.0,2.0,,92.0
6,"Chaffey, Mark",14,5,4,18,,,,1.0,4.0,1.0,,4.0,1.0,,,6.0,12.0,1.0,,3.0,,,100.0
24,"Coughlan, Mark",12,7,7,19,2,,,4.0,1.0,1.0,,1.0,1.0,1.0,,6.0,14.0,2.0,2.0,3.0,,1.0,97.0
14,"Fiora, Aaron",5,1,1,6,1,,,1.0,1.0,2.0,,2.0,,2.0,,1.0,5.0,,,3.0,1.0,,100.0
2,"Gaspar, Darren",8,6,4,12,1,,,2.0,1.0,2.0,1.0,,2.0,,,5.0,8.0,,1.0,2.0,,1.0,87.0
20,"Hall, Ray",4,4,7,11,,1.0,,,1.0,,1.0,2.0,,1.0,,3.0,7.0,,1.0,10.0,,,100.0
33,"Hartigan, Brent",10,2,3,13,,1.0,,2.0,2.0,1.0,,3.0,,1.0,,5.0,7.0,1.0,,3.0,1.0,,85.0
31,"Hyde, Chris",3,3,5,8,,,,3.0,,1.0,1.0,1.0,1.0,1.0,,4.0,5.0,,,,,,40.0
28,"Johnson, Kane",8,2,10,18,,,,2.0,1.0,3.0,3.0,1.0,2.0,1.0,,9.0,9.0,,,2.0,,,88.0
39,"Kellaway, Andrew",8,1,7,15,,,,3.0,2.0,2.0,,2.0,2.0,,,6.0,8.0,,,6.0,,,68.0
27,"Krakouer, Andrew",11,3,11,22,,2.0,,5.0,1.0,2.0,6.0,1.0,3.0,,,16.0,5.0,1.0,,2.0,,,100.0
15,"Marsh, Ben",5,4,6,11,,,17.0,1.0,1.0,2.0,3.0,2.0,1.0,,,5.0,5.0,1.0,,3.0,,,66.0
16,"Morrison, Shane",2,2,4,6,,,,,,1.0,,1.0,1.0,,,1.0,5.0,,,2.0,,,59.0
35,"Newman, Chris",10,3,8,18,,1.0,,7.0,1.0,1.0,4.0,1.0,2.0,,,10.0,8.0,,,5.0,,,77.0
5,"Ottens, Brad",8,5,7,15,2,,32.0,,,4.0,5.0,2.0,2.0,1.0,,10.0,5.0,1.0,1.0,2.0,,1.0,100.0
8,"Pettifer, Kayne",5,3,2,7,,1.0,,1.0,,1.0,,2.0,1.0,2.0,,3.0,4.0,,,,,,48.0
22,"Roach, Tom",9,2,5,14,,,,,2.0,3.0,1.0,,,,,5.0,9.0,,,1.0,1.0,2.0,67.0
25,"Schulz, Jay",5,2,3,8,,,,1.0,1.0,2.0,1.0,1.0,3.0,,,6.0,2.0,,,4.0,,,68.0
32,"Tivendale, Greg",21,2,11,32,1,,,2.0,3.0,10.0,4.0,2.0,,,,10.0,22.0,,,2.0,,1.0,94.0
36,"Zantuck, Ty",6,2,4,10,,,,1.0,9.0,2.0,,2.0,1.0,1.0,,3.0,7.0,,,3.0,1.0,,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,70,131,314,11,12.0,50.0,44.0,37.0,50.0,40.0,35.0,28.0,14.0,,135.0,178.0,7.0,7.0,59.0,12.0,6.0,
Opposition,Opposition,189,102,113,302,19,13.0,23.0,44.0,42.0,53.0,33.0,41.0,14.0,28.0,6.0,109.0,194.0,10.0,14.0,38.0,13.0,10.0,
