Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
8,"Bond, Troy",22y 50d,34 (24-0-10 70.59%),26 (0.76),←,
21,"Bradley, Craig",31y 314d,223 (141-2-80 63.68%),164 (0.74),←,
16,"Camporeale, Scott",20y 22d,22 (20-0-2 90.91%),9 (0.41),←,
39,"Christou, Ang",23y 229d,70 (51-1-18 73.57%),15 (0.21),←,
6,"Clape, Matt",26y 97d,49 (39-0-10 79.59%),44 (0.90),20 (18-0-2 90.00%),30 (1.50)
35,"Dean, Peter",30y 177d,204 (131-1-72 64.46%),29 (0.14),←,
33,"Hogg, Matthew",26y 255d,120 (63-3-54 53.75%),30 (0.25),61 (39-1-21 64.75%),26 (0.43)
4,"Kernahan, Stephen",32y 1d,213 (134-2-77 63.38%),646 (3.03),←,
43,"Koutoufides, Anthony",22y 227d,58 (39-1-18 68.10%),27 (0.47),←,
15,"Lynn, Tony",27y 126d,32 (22-0-10 68.75%),19 (0.59),26 (21-0-5 80.77%),14 (0.54)
44,"Madden, Justin",34y 94d,308 (195-2-111 63.64%),186 (0.60),263 (165-2-96 63.12%),166 (0.63)
22,"Manton, Glenn",22y 93d,30 (20-0-10 66.67%),5 (0.17),9 (9-0-0 100.00%),1 (0.11)
5,"McKay, Andrew",25y 50d,68 (50-1-17 74.26%),12 (0.18),←,
19,"Pearce, Brad",24y 17d,24 (20-0-4 83.33%),44 (1.83),22 (20-0-2 90.91%),43 (1.95)
7,"Ratten, Brett",24y 53d,94 (59-0-35 62.77%),22 (0.23),←,
23,"Rice, Dean",27y 169d,132 (59-1-72 45.08%),63 (0.48),16 (14-0-2 87.50%),20 (1.25)
14,"Sexton, Michael",24y 181d,104 (67-1-36 64.90%),9 (0.09),←,
1,"Silvagni, Stephen",28y 94d,185 (122-1-62 66.22%),121 (0.65),←,
11,"Spalding, Earl",30y 175d,192 (130-1-61 67.97%),146 (0.76),83 (60-1-22 72.89%),83 (1.00)
32,"Whitehead, Adrian",20y 8d,30 (26-0-4 86.67%),2 (0.07),←,
2,"Williams, Greg",31y 337d,217 (130-1-86 60.14%),188 (0.87),76 (54-1-21 71.71%),60 (0.79)
Totals,Totals,26y 167d,2409 (1542-18-849 64.01%),1807 (0.75),,
C,"Parkin, David",52y 355d,396 (238-2-156 60.35%),,233 (151-2-80 65.24%),
