Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",15,3,4,19,,,,2.0,,,,,,,,,,,,,,,
19,"Bain, David",6,1,9,15,,,,4.0,,,,,1.0,,,,,,,,,,
32,"Baldwin, Jason",17,3,3,20,,,,1.0,,,,,3.0,,,,,,,,,,
34,"Boyd, Brad",14,2,11,25,,,,2.0,,,,,4.0,1.0,,,,,,,,,
35,"Cook, Brett",2,1,2,4,,,14.0,4.0,,,,,,2.0,,,,,,,,,
31,"Dent, Matthew",4,,3,7,,,,1.0,,,,,,4.0,,,,,,,,,
18,"Dunstan, Michael",8,3,3,11,,,,2.0,,,,,1.0,1.0,,,,,,,,,
6,"Guard, Jeremy",15,4,3,18,,,1.0,3.0,,,,,4.0,1.0,,,,,,,,,
17,"Hawking, Simon",9,1,4,13,,,3.0,,,,,,4.0,2.0,,,,,,,,,
10,"Hogg, Jeff",2,1,1,3,,,,1.0,,,,,1.0,,,,,,,,,,
2,"Johnson, Chris",9,1,1,10,,3.0,,2.0,,,,,,,,,,,,,,,
29,"Lyon, Ross",4,2,4,8,,,,4.0,,,,,1.0,1.0,,,,,,,,,
25,"McCarthy, John",9,3,4,13,,2.0,2.0,,,,,,1.0,,,,,,,,,,
7,"Molloy, Jarrod",5,2,8,13,,1.0,,2.0,,,,,2.0,3.0,,,,,,,,,
4,"Paxman, Stephen",3,1,,3,,,,1.0,,,,,,,,,,,,,,,
1,"Roos, Paul",21,7,10,31,1,,2.0,5.0,,,,,5.0,,,,,,,,,,
3,"Seecamp, Marcus",5,3,3,8,,,,,,,,,2.0,,,,,,,,,,
22,"Stretch, Steven",6,1,2,8,,,,2.0,,,,,1.0,1.0,,,,,,,,,
33,"Warfe, Rowan",,1,4,4,,,,1.0,,,,,,,,,,,,,,,
12,"Wheildon, Darren",3,2,2,5,1,1.0,,2.0,,,,,,,,,,,,,,,
8,"Wynd, Jim",26,1,3,29,1,,,5.0,,,,,1.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,43,84,267,3,8.0,22.0,44.0,,,,,31.0,19.0,,,,,,,,,
Opposition,Opposition,222,52,73,295,13,14.0,11.0,31.0,,,,,19.0,31.0,6.0,,,,,,,,
