North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Anderson, Jed",10,6,10,20,1,2.0,,3.0,,3.0,2.0,3.0,2.0,1.0,,6.0,14.0,,1.0,1.0,,,72.0
34,"Archer, Jackson",2,,4,6,,,,6.0,4.0,1.0,1.0,,1.0,,,3.0,3.0,,,3.0,,,80.0
16,"Bonar, Aiden",7,4,3,10,,,,3.0,2.0,1.0,1.0,,,,,1.0,8.0,,,6.0,,,78.0
21,"Coleman-Jones, Callum",7,5,8,15,1,,4.0,,,4.0,,5.0,,1.0,,4.0,11.0,,,,,,68.0
9,"Davies-Uniacke, Luke",10,2,13,23,,,,3.0,1.0,5.0,5.0,5.0,,2.0,,6.0,17.0,,,1.0,1.0,,83.0
42,"Dawson, Kallan",9,6,4,13,,,,1.0,5.0,,,,,,,2.0,12.0,,,5.0,1.0,,93.0
22,"Goldstein, Todd",7,3,11,18,1,,22.0,2.0,,2.0,7.0,5.0,1.0,2.0,,12.0,8.0,,,1.0,,,94.0
18,"Greenwood, Hugh",5,5,12,17,,1.0,,4.0,1.0,1.0,7.0,1.0,1.0,1.0,,9.0,9.0,1.0,1.0,1.0,,,69.0
6,"Horne-Francis, Jason",11,9,10,21,,,,1.0,,4.0,3.0,2.0,1.0,2.0,,9.0,14.0,1.0,,,,,76.0
20,"Larkey, Nick",5,4,2,7,,3.0,,,,1.0,,1.0,,1.0,,3.0,4.0,2.0,3.0,,,,93.0
35,"Lazzaro, Charlie",3,1,7,10,,,,2.0,,4.0,1.0,,,,,4.0,6.0,,,,,1.0,83.0
11,"McDonald, Luke",17,8,4,21,,,,1.0,9.0,1.0,,4.0,,3.0,,5.0,11.0,2.0,,6.0,,,90.0
23,"McKay, Ben",1,1,6,7,,,,1.0,,,,1.0,2.0,,,7.0,2.0,,,10.0,,,93.0
24,"Powell, Tom",9,4,11,20,,,,2.0,2.0,3.0,4.0,4.0,,,,7.0,14.0,,,,1.0,,65.0
8,"Scott, Bailey",11,,8,19,1,1.0,,,4.0,4.0,1.0,1.0,1.0,,,2.0,17.0,,,1.0,1.0,,81.0
12,"Simpkin, Jy",19,2,22,41,,1.0,,5.0,4.0,6.0,6.0,5.0,1.0,1.0,1.0,10.0,31.0,,,2.0,,,91.0
36,"Spicer, Phoenix",3,2,4,7,,1.0,,,1.0,,,1.0,,,,2.0,5.0,,,,,1.0,77.0
2,"Stephenson, Jaidyn",19,5,15,34,,,,3.0,7.0,1.0,2.0,2.0,1.0,1.0,,8.0,17.0,,,1.0,,1.0,85.0
5,"Taylor, Curtis",12,3,3,15,,,,2.0,1.0,2.0,,5.0,,2.0,,4.0,13.0,,,2.0,,,88.0
28,"Turner, Kayne",9,5,7,16,1,,,2.0,,3.0,,2.0,,,,5.0,10.0,,,1.0,,,81.0
19,"Walker, Josh",,,,,,,,,,,,,,,,,,,,,,,
7,"Ziebell, Jack",4,3,12,16,,,,1.0,,,1.0,3.0,1.0,,,7.0,10.0,,,1.0,,1.0,75.0
44,"Zurhaar, Cameron",12,7,6,18,4,,,,,5.0,1.0,4.0,1.0,2.0,,6.0,11.0,1.0,2.0,,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,85,182,374,9,12.0,26.0,42.0,41.0,51.0,42.0,54.0,13.0,19.0,1.0,122.0,247.0,7.0,7.0,42.0,4.0,4.0,
Opposition,Opposition,244,136,159,403,17,12.0,41.0,58.0,41.0,60.0,22.0,47.0,19.0,13.0,5.0,107.0,296.0,13.0,13.0,48.0,8.0,15.0,
