Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Boak, Travis",9,2,14,23,,,,6.0,,3.0,5.0,10.0,,2.0,,12.0,12.0,1.0,,1.0,,,83.0
5 ↑,"Broadbent, Matthew",8,4,1,9,,1.0,,,,3.0,1.0,1.0,,,,2.0,7.0,,,1.0,,1.0,23.0
11,"Butcher, John",8,4,4,12,1,2.0,,4.0,,3.0,1.0,1.0,2.0,,,6.0,5.0,,1.0,2.0,,,80.0
25 ↓,"Cassisi, Domenic",3,1,3,6,,,,2.0,,,1.0,,,,,3.0,4.0,,,4.0,,,60.0
17,"Clurey, Tom",6,2,1,7,,,,1.0,2.0,,,1.0,1.0,1.0,,2.0,4.0,,,1.0,,,88.0
18,"Cornes, Kane",20,12,10,30,,,,5.0,4.0,1.0,5.0,4.0,1.0,3.0,,10.0,20.0,,,1.0,,,92.0
7,"Ebert, Brad",11,6,5,16,1,,1.0,8.0,3.0,2.0,,,,,,2.0,13.0,,1.0,3.0,,1.0,82.0
9,"Gray, Robbie",11,3,6,17,4,1.0,,2.0,,,2.0,3.0,1.0,2.0,,6.0,10.0,,2.0,1.0,,,82.0
8,"Hartlett, Hamish",10,4,11,21,2,,,1.0,1.0,2.0,,1.0,,,,7.0,14.0,,1.0,,,,82.0
36,"Hombsch, Jack",10,7,5,15,,,,1.0,3.0,,,2.0,,1.0,,7.0,8.0,2.0,,9.0,,,98.0
24,"Impey, Jarman",8,3,4,12,,,,3.0,2.0,1.0,,2.0,,,,3.0,9.0,1.0,,6.0,1.0,,83.0
42,"Jonas, Tom",2,2,8,10,,,,3.0,,1.0,1.0,2.0,,2.0,,3.0,7.0,,,1.0,,,94.0
23,"Lobbe, Matthew",7,2,5,12,,,28.0,5.0,,2.0,5.0,1.0,1.0,1.0,,8.0,4.0,1.0,,1.0,,,84.0
6,"Monfries, Angus",16,8,4,20,,,,3.0,1.0,5.0,1.0,1.0,3.0,1.0,,2.0,18.0,,,,1.0,1.0,86.0
29,"Pittard, Jasper",11,5,5,16,,,,1.0,2.0,1.0,,1.0,,,,3.0,13.0,,,,,,77.0
21,"Polec, Jared",15,4,9,24,1,1.0,,1.0,2.0,6.0,5.0,6.0,2.0,1.0,1.0,12.0,15.0,1.0,,1.0,4.0,,85.0
28,"Schulz, Jay",11,9,4,15,2,1.0,,3.0,1.0,4.0,1.0,2.0,,1.0,,7.0,9.0,2.0,3.0,2.0,,3.0,96.0
12,"Trengove, Jackson",6,3,9,15,,,4.0,3.0,,1.0,,5.0,,4.0,,6.0,8.0,1.0,,7.0,1.0,,83.0
39,"Westhoff, Justin",13,8,7,20,5,,,1.0,1.0,3.0,,2.0,2.0,,2.0,11.0,9.0,4.0,4.0,,,,88.0
19,"White, Matt",10,8,2,12,,2.0,,4.0,,3.0,,,,,,1.0,11.0,,1.0,1.0,1.0,2.0,83.0
16,"Wines, Ollie",13,6,15,28,2,2.0,1.0,9.0,,3.0,11.0,1.0,1.0,1.0,3.0,19.0,8.0,2.0,1.0,1.0,,,80.0
20,"Wingard, Chad",13,5,9,22,,,,7.0,1.0,3.0,3.0,1.0,,,,11.0,12.0,,,1.0,,1.0,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,108,141,362,18,12.0,34.0,73.0,23.0,47.0,42.0,47.0,14.0,20.0,6.0,143.0,220.0,15.0,14.0,44.0,8.0,9.0,
Opposition,Opposition,170,62,140,310,12,15.0,45.0,57.0,25.0,43.0,42.0,41.0,20.0,14.0,,141.0,167.0,10.0,15.0,69.0,14.0,8.0,
