Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",34y 286d,241 (141-2-98 58.92%),1015 (4.21),235 (136-2-97 58.30%),1005 (4.28)
6,"Barnes, John",27y 42d,104 (61-2-41 59.62%),42 (0.40),92 (55-1-36 60.33%),30 (0.33)
30,"Biddiscombe, Craig",19y 296d,9 (5-1-3 61.11%),1 (0.11),←,
38,"Bizzell, Clint",20y 15d,2 (0-0-2 0.00%),,←,
8,"Burns, Ronnie",23y 122d,15 (9-1-5 63.33%),23 (1.53),←,
2,"Colbert, Leigh",21y 36d,57 (39-1-17 69.30%),17 (0.30),←,
7,"Couch, Paul",31y 360d,247 (146-1-100 59.31%),198 (0.80),←,
36,"Graham, Ben",22y 254d,42 (30-0-12 71.43%),3 (0.07),←,
19,"Hall, Derek",25y 227d,29 (19-1-9 67.24%),26 (0.90),27 (17-1-9 64.81%),23 (0.85)
32,"Hocking, Garry",27y 279d,179 (105-2-72 59.22%),162 (0.91),←,
13,"Kilpatrick, Glenn",23y 319d,32 (17-0-15 53.13%),4 (0.13),6 (3-0-3 50.00%),
1,"King, Steven",17y 234d,8 (4-0-4 50.00%),3 (0.38),←,
21,"Mansfield, Michael",24y 340d,110 (67-1-42 61.36%),58 (0.53),←,
28,"McKinnon, Martin",21y 8d,40 (19-1-20 48.75%),12 (0.30),15 (9-1-5 63.33%),5 (0.33)
15,"Riccardi, Peter",23y 209d,97 (64-1-32 66.49%),100 (1.03),←,
27,"Sanderson, Brenton",22y 137d,36 (21-1-14 59.72%),9 (0.25),26 (19-1-6 75.00%),4 (0.15)
12,"Sholl, Brad",23y 246d,41 (26-1-14 64.63%),4 (0.10),39 (26-1-12 67.95%),4 (0.10)
37,"Simpson, Sean",26y 88d,90 (56-1-33 62.78%),15 (0.17),83 (55-1-27 66.87%),14 (0.17)
26,"Stoneham, Barry",28y 155d,165 (98-2-65 60.00%),155 (0.94),←,
10,"Tanner, Grant",25y 355d,48 (31-1-16 65.63%),23 (0.48),←,
11,"Tudor, Leigh",26y 292d,65 (39-0-26 60.00%),55 (0.85),57 (36-0-21 63.16%),49 (0.86)
Totals,Totals,24y 257d,1657 (997-20-640 60.17%),1925 (1.16),,
C,"Ayres, Gary",35y 289d,40 (27-1-12 68.75%),,←,
