West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Ball, Jason",5,5,3,8,2,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
6,"Banfield, Drew",3,,12,15,,1.0,,1.0,,,,,,,,,,,,,,,
25,"Gehrig, Fraser",15,9,2,17,,,3.0,1.0,,,,,,,,,,,,,,,
36,"Hart, David",14,3,5,19,,,,1.0,,,,,2.0,1.0,,,,,,,,,
22,"Hynes, David",2,1,3,5,,,2.0,1.0,,,,,1.0,,,,,,,,,,
27,"Jakovich, Glen",8,3,13,21,,,4.0,1.0,,,,,4.0,2.0,,,,,,,,,
2,"Kemp, Dean",17,4,12,29,,,,2.0,,,,,1.0,,,,,,,,,,
19,"Langdon, Karl",3,2,2,5,,,,1.0,,,,,,,,,,,,,,,
28,"Lewis, Chris",11,4,7,18,,,,3.0,,,,,,,,,,,,,,,
37,"Lyle, Brayden",13,3,4,17,1,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
30,"Matera, Peter",5,4,4,9,3,,1.0,2.0,,,,,1.0,2.0,,,,,,,,,
11,"McIntosh, Ashley",4,1,6,10,1,1.0,,,,,,,2.0,1.0,,,,,,,,,
17,"McKenna, Guy",5,2,11,16,,,,,,,,,1.0,3.0,,,,,,,,,
8,"Metropolis, Daniel",1,1,1,2,,,,,,,,,,,,,,,,,,,
10,"Pyke, Don",4,1,1,5,,,,,,,,,,1.0,,,,,,,,,
16,"Symmons, Paul",8,,1,9,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
7,"Turley, Craig",7,3,10,17,,3.0,,,,,,,2.0,1.0,,,,,,,,,
50,"Turnbull, Ryan",8,3,2,10,,2.0,12.0,,,,,,,,,,,,,,,,
39,"Waterman, Chris",14,7,8,22,,1.0,,4.0,,,,,,,,,,,,,,,
12,"White, Mitchell",6,3,5,11,,,,2.0,,,,,,1.0,,,,,,,,,
24,"Worsfold, John",6,3,7,13,,,,2.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,159,62,119,278,8,13.0,22.0,26.0,,,,,18.0,17.0,,,,,,,,,
Opposition,Opposition,186,64,107,293,12,15.0,37.0,19.0,,,,,17.0,18.0,6.0,,,,,,,,
