Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",29y 305d,254 (139-2-113 55.12%),336 (1.32),62 (15-0-47 24.19%),74 (1.19)
36,"Broughton, Greg",27y 167d,86 (36-0-50 41.86%),17 (0.20),18 (7-0-11 38.89%),2 (0.11)
27,"Cameron, Clay",19y 292d,1 (1-0-0 100.00%),,←,
12,"Day, Sam",21y 190d,43 (11-0-32 25.58%),26 (0.60),←,
23,"Dixon, Charlie",23y 173d,36 (11-0-25 30.56%),29 (0.81),←,
33,"Hall, Aaron",23y 126d,31 (11-0-20 35.48%),32 (1.03),←,
5,"Harbrow, Jarrod",25y 240d,127 (55-1-71 43.70%),38 (0.30),57 (15-0-42 26.32%),17 (0.30)
40,"Lemmens, Sean",19y 133d,1 (1-0-0 100.00%),,←,
19,"Lynch, Tom",21y 135d,39 (9-0-30 23.08%),37 (0.95),←,
4,"Martin, Jack",19y 45d,1 (1-0-0 100.00%),,←,
32,"Matera, Brandon",22y 4d,40 (10-0-30 25.00%),34 (0.85),←,
17,"May, Steven",22y 64d,35 (9-0-26 25.71%),15 (0.43),←,
18,"McKenzie, Trent",21y 346d,58 (14-0-44 24.14%),19 (0.33),←,
22,"Nicholls, Tom",22y 11d,10 (3-0-7 30.00%),2 (0.20),←,
1,"OMeara, Jaeger",20y 20d,23 (9-0-14 39.13%),17 (0.74),←,
10,"Prestia, Dion",21y 154d,52 (11-0-41 21.15%),13 (0.25),←,
35,"Rischitelli, Michael",28y 66d,158 (58-3-97 37.66%),69 (0.44),47 (9-0-38 19.15%),22 (0.47)
26,"Shaw, Matt",22y 38d,53 (12-0-41 22.64%),20 (0.38),←,
25,"Stanley, Danny",26y 25d,59 (15-0-44 25.42%),33 (0.56),54 (14-0-40 25.93%),33 (0.61)
3,"Sumner, Timmy",19y 157d,12 (4-0-8 33.33%),6 (0.50),←,
24,"Swallow, David",21y 116d,52 (12-0-40 23.08%),23 (0.44),←,
14,"Warnock, Matthew",29y 346d,82 (16-1-65 20.12%),1 (0.01),27 (5-0-22 18.52%),
Totals,Totals,23y 27d,1253 (448-7-798 35.75%),767 (0.61),,
C,"McKenna, Guy",44y 308d,67 (15-0-52 22.39%),,←,
