Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Anderson, Greg",14,3,4,18,,,1.0,2.0,,,,,1.0,,,,,,,,,,
40,"Burns, Adrian",6,1,4,10,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
37,"Considine, Ed",10,3,6,16,,1.0,,,,,,,1.0,,,,,,,,,,
23,"Cransberg, Peter",9,5,5,14,1,,,,,,,,,1.0,,,,,,,,,
6,"Daniher, Anthony",5,,2,7,,,,,,,,,3.0,2.0,,,,,,,,,
15,"Ezard, Alan",20,6,6,26,,1.0,,,,,,,,2.0,,,,,,,,,
34,"Filandia, Peter",8,2,7,15,,,,1.0,,,,,,1.0,,,,,,,,,
28,"Flood, David",3,,1,4,,,,1.0,,,,,1.0,,,,,,,,,,
16,"Hamilton, Paul",4,2,5,9,,1.0,,1.0,,,,,,1.0,,,,,,,,,
1,"Harvey, Mark",15,6,1,16,1,,,,,,,,,2.0,,,,,,,,,
45,"Heard, Shane",4,1,3,7,,,,2.0,,,,,,1.0,,,,,,,,,
13,"Long, Michael",15,3,6,21,2,1.0,,2.0,,,,,3.0,,2.0,,,,,,,,
27,"Madden, Simon",9,8,4,13,4,,8.0,,,,,,1.0,1.0,,,,,,,,,
41,"Manning, Andrew",4,1,4,8,,,,1.0,,,,,,,,,,,,,,,
35,"McMullin, Ian",13,3,6,19,3,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
12,"OBrien, Craig",16,7,4,20,1,2.0,,3.0,,,,,1.0,2.0,,,,,,,,,
10,"ODonnell, Gary",11,,4,15,,,,,,,,,,,,,,,,,,,
14,"Plain, Bradley",15,9,6,21,8,1.0,,1.0,,,,,1.0,,3.0,,,,,,,,
19,"Somerville, Peter",9,6,2,11,1,2.0,11.0,,,,,,,1.0,,,,,,,,,
4,"Wanganeen, Gavin",6,1,2,8,2,,,4.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,67,82,278,24,17.0,20.0,19.0,,,,,15.0,16.0,5.0,,,,,,,,
Opposition,Opposition,198,63,102,300,19,16.0,14.0,22.0,,,,,16.0,15.0,1.0,,,,,,,,
