Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",30y 214d,264 (186-2-76 70.83%),180 (0.68),←,
24,"Bews, Jed",20y 204d,6 (4-0-2 66.67%),,←,
46,"Blicavs, Mark",23y 100d,37 (27-0-10 72.97%),9 (0.24),←,
23,"Caddy, Josh",21y 281d,49 (22-0-27 44.90%),29 (0.59),25 (19-0-6 76.00%),12 (0.48)
28,"Christensen, Allen",23y 48d,60 (45-0-15 75.00%),51 (0.85),←,
22,"Duncan, Mitch",23y 26d,91 (70-0-21 76.92%),78 (0.86),←,
44,"Enright, Corey",32y 295d,279 (186-2-91 67.03%),60 (0.22),←,
29,"Guthrie, Cameron",21y 321d,55 (39-0-16 70.91%),8 (0.15),←,
36,"Hartman, Brad",19y 232d,2 (2-0-0 100.00%),,←,
26,"Hawkins, Tom",25y 350d,138 (108-0-30 78.26%),261 (1.89),←,
33,"Horlin-Smith, George",21y 196d,24 (19-0-5 79.17%),17 (0.71),←,
20,"Johnson, Steve",31y 2d,228 (164-2-62 72.37%),416 (1.82),←,
39,"Kersten, Shane",21y 113d,3 (2-0-1 66.67%),7 (2.33),←,
13,"Lonergan, Tom",30y 50d,136 (102-1-33 75.37%),51 (0.38),←,
4,"Mackie, Andrew",29y 333d,211 (162-0-49 76.78%),88 (0.42),←,
17,"McIntosh, Hamish",29y 305d,120 (55-2-63 46.67%),64 (0.53),13 (9-0-4 69.23%),5 (0.38)
32,"Motlop, Steven",23y 116d,60 (41-0-19 68.33%),81 (1.35),←,
21,"Murdoch, Jordan",22y 105d,34 (25-0-9 73.53%),31 (0.91),←,
25,"Rivers, Jared",29y 261d,173 (71-3-99 41.91%),18 (0.10),23 (17-0-6 73.91%),
14,"Selwood, Joel",26y 41d,175 (141-0-34 80.57%),105 (0.60),←,
7,"Taylor, Harry",28y 24d,150 (118-0-32 78.67%),38 (0.25),←,
5,"Varcoe, Travis",26y 87d,129 (108-0-21 83.72%),129 (1.00),←,
Totals,Totals,25y 202d,2424 (1697-12-715 70.01%),1721 (0.71),,
C,"Scott, Chris",38y 64d,88 (67-0-21 76.14%),,←,
