Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Bentley, Greg",6,3,3,9,,1.0,,2.0,,2.0,1.0,,1.0,,,3.0,6.0,,,2.0,,,55.0
7,"Burgoyne, Peter",11,5,6,17,,,,2.0,2.0,3.0,2.0,1.0,1.0,,,5.0,11.0,1.0,,,1.0,,76.0
8,"Burgoyne, Shaun",9,2,12,21,1,,,4.0,,3.0,6.0,,4.0,,,15.0,7.0,,,1.0,,,94.0
25,"Cassisi, Domenic",6,3,8,14,,,,4.0,1.0,,1.0,5.0,,2.0,,4.0,9.0,,,,,,100.0
35,"Cornes, Chad",20,14,8,28,1,,2.0,2.0,6.0,3.0,5.0,2.0,,2.0,,6.0,21.0,,,1.0,1.0,,82.0
18,"Cornes, Kane",17,11,9,26,,1.0,,6.0,2.0,3.0,1.0,4.0,1.0,2.0,,6.0,23.0,,1.0,3.0,1.0,1.0,100.0
37,"Deluca, Fabian",,,2,2,,,9.0,,,,1.0,3.0,,2.0,,1.0,1.0,,,,,,35.0
33,"Ebert, Brett",12,9,1,13,1,,,2.0,1.0,4.0,,4.0,,2.0,,5.0,8.0,2.0,1.0,1.0,,1.0,89.0
17,"Gray, Robbie",9,4,4,13,,2.0,,2.0,,2.0,1.0,2.0,2.0,1.0,,6.0,7.0,1.0,2.0,2.0,,,69.0
5,"Lade, Brendon",11,6,3,14,1,,19.0,,,,4.0,2.0,3.0,1.0,,7.0,7.0,1.0,,,,,73.0
12,"Lonie, Nathan",17,7,8,25,,,1.0,1.0,4.0,2.0,,1.0,,,,3.0,20.0,,,,3.0,,93.0
16,"Pearce, Danyle",15,8,5,20,,2.0,,1.0,,7.0,3.0,7.0,1.0,1.0,,5.0,15.0,1.0,1.0,1.0,3.0,,81.0
36,"Pettigrew, Michael",7,4,4,11,,,,1.0,1.0,1.0,,,,,,3.0,8.0,,,,2.0,,100.0
15,"Rodan, David",6,4,7,13,,,,3.0,,4.0,4.0,3.0,,1.0,,4.0,9.0,,1.0,2.0,1.0,1.0,78.0
3,"Salopek, Steven",8,2,3,11,1,1.0,,,,4.0,1.0,,1.0,,,3.0,8.0,,,,1.0,,37.0
9,"Surjan, Jacob",12,8,10,22,,,,1.0,3.0,3.0,,,,,,4.0,18.0,1.0,,4.0,,,94.0
23,"Symes, Brad",5,4,10,15,,,,3.0,1.0,,3.0,3.0,2.0,3.0,,7.0,8.0,,,3.0,,,82.0
28,"Thurstans, Toby",9,6,2,11,,,,,5.0,,,2.0,1.0,1.0,,5.0,6.0,1.0,,3.0,1.0,,100.0
1,"Tredrea, Warren",5,5,3,8,,3.0,,1.0,,1.0,,,,,,4.0,4.0,3.0,3.0,1.0,,1.0,94.0
2,"Wakelin, Darryl",9,6,7,16,,,,,4.0,,,1.0,,,,2.0,14.0,,,4.0,1.0,,100.0
39,"Westhoff, Justin",6,3,2,8,3,,,,,1.0,,3.0,1.0,2.0,,5.0,3.0,1.0,3.0,,,,86.0
24,"White, Damon",10,10,6,16,2,1.0,,,,1.0,,1.0,1.0,,,3.0,13.0,,4.0,1.0,,1.0,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,124,123,333,10,15.0,31.0,35.0,30.0,44.0,33.0,44.0,19.0,20.0,,106.0,226.0,12.0,16.0,29.0,15.0,5.0,
Opposition,Opposition,191,109,126,317,17,7.0,34.0,36.0,28.0,49.0,30.0,46.0,20.0,19.0,6.0,97.0,219.0,8.0,18.0,38.0,15.0,13.0,
