Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Barnes, John",7,3,5,12,,,9.0,2.0,,1.0,2.0,2.0,5.0,1.0,,,,,,,,,
9,"Bizzell, Clint",7,2,4,11,1,2.0,2.0,1.0,,1.0,,,,1.0,,,,,,,,,
25,"Brockman, Leigh",2,,,2,1,,1.0,,,1.0,,,,,,,,,,,,,
8,"Burns, Ronnie",9,,4,13,4,2.0,,1.0,,1.0,2.0,,3.0,2.0,,,,,,,,,
2,"Colbert, Leigh",8,1,5,13,,1.0,9.0,5.0,,1.0,2.0,,2.0,1.0,,,,,,,,,
33,"Corrigan, Paul",4,1,1,5,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,
22,"Hargreaves, Tim",1,,1,2,,,,1.0,,,,1.0,1.0,,,,,,,,,,
32,"Hocking, Garry",17,1,11,28,1,,,1.0,4.0,7.0,9.0,1.0,2.0,,,,,,,,,,
13,"Kilpatrick, Glenn",14,3,6,20,,1.0,,2.0,2.0,5.0,7.0,,2.0,1.0,,,,,,,,,
29,"Lowther, Daniel",2,1,,2,,1.0,,,,,,,,1.0,,,,,,,,,
21,"Mansfield, Michael",4,3,6,10,,,1.0,1.0,,1.0,,,,,,,,,,,,,
17,"McGrath, Tim",8,4,3,11,,,1.0,1.0,2.0,,,,,1.0,,,,,,,,,
31,"Mensch, David",6,1,4,10,,1.0,6.0,,,4.0,,,,1.0,,,,,,,,,
34,"Rahilly, James",6,1,7,13,,,,1.0,3.0,5.0,1.0,1.0,1.0,,,,,,,,,,
15,"Riccardi, Peter",7,,3,10,1,,,2.0,3.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,
11,"Roberts, Cameron",7,1,,7,,,5.0,3.0,3.0,1.0,1.0,,2.0,,,,,,,,,,
27,"Sanderson, Brenton",9,1,4,13,,,,1.0,5.0,1.0,,2.0,2.0,1.0,,,,,,,,,
12,"Sholl, Brad",17,9,11,28,,,,4.0,7.0,1.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,
37,"Simpson, Sean",10,2,9,19,,,,2.0,,5.0,3.0,,1.0,1.0,,,,,,,,,
4,"Snell, Jason",2,1,1,3,,,,2.0,,,,,,2.0,,,,,,,,,
14,"Spinks, Brett",8,5,2,10,1,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,
16,"Woolnough, Marc",2,,1,3,1,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,157,40,88,245,10,13.0,35.0,30.0,30.0,40.0,35.0,10.0,25.0,18.0,2.0,,,,,,,,
Opposition,Opposition,196,64,113,309,13,13.0,37.0,40.0,22.0,55.0,37.0,20.0,18.0,25.0,4.0,,,,,,,,
