Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Betts, Eddie",10,3,3,13,2,1.0,,2.0,,3.0,1.0,3.0,2.0,,,6.0,7.0,1.0,1.0,,,,85.0
16,"Brown, Luke",11,3,5,16,,,,,2.0,1.0,2.0,1.0,1.0,,,8.0,8.0,1.0,,1.0,,,83.0
23,"Cameron, Charlie",7,1,4,11,1,3.0,,3.0,,2.0,2.0,,,,,9.0,2.0,1.0,,2.0,1.0,,86.0
25,"Cheney, Kyle",14,3,1,15,,,,1.0,4.0,2.0,1.0,3.0,3.0,,,7.0,8.0,1.0,,16.0,,,100.0
44,"Crouch, Matt",10,4,13,23,,,,5.0,2.0,1.0,1.0,5.0,,3.0,,10.0,12.0,,,1.0,,,66.0
32,"Dangerfield, Patrick",20,4,18,38,1,1.0,1.0,8.0,4.0,6.0,9.0,4.0,5.0,2.0,2.0,29.0,11.0,3.0,1.0,6.0,,,93.0
28,"Ellis-Yolmen, Cam",10,,10,20,1,,1.0,9.0,,2.0,3.0,1.0,,,,15.0,5.0,,,,,,79.0
8,"Grigg, Mitch",15,4,5,20,,,,6.0,3.0,2.0,2.0,2.0,2.0,1.0,,5.0,15.0,,,3.0,2.0,,85.0
24,"Jacobs, Sam",8,2,3,11,,,22.0,2.0,,5.0,1.0,2.0,,1.0,,3.0,6.0,,,5.0,,1.0,92.0
4,"Jenkins, Josh",10,6,2,12,1,1.0,3.0,5.0,1.0,6.0,,2.0,,,,2.0,7.0,1.0,2.0,3.0,,1.0,90.0
47,"Kelly, Jake",2,,6,8,,,,3.0,,2.0,1.0,,,,,6.0,2.0,,,5.0,,,80.0
29,"Laird, Rory",16,3,11,27,,,,8.0,5.0,1.0,4.0,2.0,1.0,1.0,,13.0,14.0,1.0,,1.0,,,87.0
6,"Lever, Jake",10,5,7,17,,,,,5.0,,,1.0,1.0,,,5.0,10.0,,,4.0,,,93.0
27,"Lynch, Tom",13,4,5,18,1,,,2.0,,5.0,2.0,3.0,,1.0,,8.0,9.0,1.0,,,,1.0,85.0
31 ↑,"Lyons, Jarryd",4,2,2,6,,,,,1.0,,2.0,,,,,4.0,2.0,,,1.0,,,23.0
14,"Mackay, David",5,1,8,13,,,,5.0,1.0,1.0,1.0,1.0,,,,6.0,8.0,,,2.0,,,88.0
36 ↓,"Martin, Brodie",9,5,4,13,,2.0,,3.0,1.0,2.0,,3.0,,1.0,,6.0,8.0,2.0,2.0,4.0,,,56.0
12,"Talia, Daniel",6,1,2,8,,,,1.0,4.0,,,,1.0,,,4.0,3.0,,,8.0,,,87.0
5,"Thompson, Scott",13,3,7,20,,,,14.0,,3.0,9.0,5.0,1.0,1.0,,12.0,8.0,,,,,,79.0
7,"van Berlo, Nathan",19,5,6,25,,2.0,,3.0,7.0,4.0,3.0,5.0,1.0,,,13.0,11.0,,1.0,1.0,,,82.0
13,"Walker, Taylor",12,6,3,15,,3.0,,4.0,,7.0,,,1.0,,,5.0,10.0,,2.0,,,,91.0
11,"Wright, Matthew",14,2,3,17,,,,4.0,2.0,,4.0,4.0,1.0,2.0,,12.0,6.0,,,1.0,,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,238,67,128,366,7,15.0,27.0,88.0,42.0,55.0,48.0,47.0,20.0,13.0,2.0,188.0,172.0,12.0,9.0,64.0,3.0,3.0,
Opposition,Opposition,204,64,137,341,10,8.0,86.0,72.0,43.0,56.0,52.0,45.0,13.0,20.0,4.0,151.0,181.0,10.0,5.0,40.0,1.0,7.0,
