Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Bannister, Jordan",21y 274d,27 (12-1-14 46.30%),3 (0.11),13 (4-0-9 30.77%),3 (0.23)
40,"Bentick, Adam",19y 48d,1 (0-0-1 0.00%),,←,
18,"Bowyer, Glen",24y 216d,47 (28-0-19 59.57%),14 (0.30),12 (5-0-7 41.67%),
16,"Camporeale, Scott",28y 355d,208 (108-0-100 51.92%),187 (0.90),←,
9,"Clarke, David",24y 77d,98 (40-1-57 41.33%),50 (0.51),9 (2-0-7 22.22%),2 (0.22)
26,"De Luca, Adrian",22y 77d,18 (7-0-11 38.89%),8 (0.44),←,
25,"Fevola, Brendan",23y 193d,79 (33-0-46 41.77%),187 (2.37),←,
14,"Fisher, Brad",20y 113d,31 (8-0-23 25.81%),34 (1.10),←,
11,"French, Barnaby",28y 249d,94 (42-1-51 45.21%),27 (0.29),32 (8-0-24 25.00%),7 (0.22)
33,"Houlihan, Ryan",22y 192d,94 (36-0-58 38.30%),74 (0.79),←,
10,"Johnson, Brett",22y 277d,56 (28-0-28 50.00%),13 (0.23),18 (7-0-11 38.89%),3 (0.17)
43,"Koutoufides, Anthony",31y 195d,223 (124-1-98 55.83%),189 (0.85),←,
12,"Lappin, Matthew",28y 165d,188 (85-1-102 45.48%),193 (1.03),133 (57-0-76 42.86%),167 (1.26)
4,"Livingston, Luke",21y 270d,28 (4-0-24 14.29%),2 (0.07),←,
20,"McGrath, Cory",25y 178d,36 (22-0-14 61.11%),16 (0.44),8 (4-0-4 50.00%),2 (0.25)
3,"Morrell, Digby",24y 295d,57 (27-1-29 48.25%),51 (0.89),17 (7-0-10 41.18%),4 (0.24)
29,"Scotland, Heath",24y 10d,71 (30-0-41 42.25%),22 (0.31),18 (7-0-11 38.89%),10 (0.56)
24,"Stevens, Nick",24y 210d,143 (80-2-61 56.64%),84 (0.59),16 (6-0-10 37.50%),6 (0.38)
15,"Teague, David",23y 87d,51 (25-0-26 49.02%),5 (0.10),18 (7-0-11 38.89%),1 (0.06)
32,"Thornton, Bret",20y 259d,49 (13-0-36 26.53%),1 (0.02),←,
30,"Waite, Jarrad",21y 178d,25 (5-0-20 20.00%),13 (0.52),←,
1,"Walker, Andrew",18y 74d,12 (4-0-8 33.33%),2 (0.17),←,
Totals,Totals,23y 281d,1636 (761-8-867 46.52%),1175 (0.72),,
C,"Pagan, Denis",56y 311d,280 (161-0-119 57.50%),,40 (11-0-29 27.50%),
