Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
5,"Bond, Shane",22y 304d,63 (38-1-24 61.11%),27 (0.43),29 (14-1-14 50.00%),7 (0.24)
3,"Breuer, Shayne",25y 241d,94 (58-2-34 62.77%),95 (1.01),23 (12-1-10 54.35%),18 (0.78)
21,"Brown, David",28y 222d,89 (40-2-47 46.07%),72 (0.81),20 (9-1-10 47.50%),17 (0.85)
11,"Eagleton, Nathan",19y 180d,25 (12-1-12 50.00%),22 (0.88),←,
40,"Evans, Paul",19y 131d,2 (2-0-0 100.00%),4 (2.00),←,
17,"Fiegert, Nigel",22y 101d,11 (6-0-5 54.55%),3 (0.27),←,
10,"Francou, Josh",23y 275d,29 (14-1-14 50.00%),20 (0.69),←,
39,"Heuskes, Adam",22y 50d,76 (38-1-37 50.66%),6 (0.08),27 (13-1-13 50.00%),
29,"Kingsley, Adam",22y 262d,19 (11-0-8 57.89%),7 (0.37),←,
20,"Lade, Brendon",21y 303d,29 (14-1-14 50.00%),20 (0.69),←,
22,"Lockwood, Bowen",19y 312d,15 (8-0-7 53.33%),12 (0.80),←,
9,"Lyle, Brayden",25y 64d,53 (27-1-25 51.89%),10 (0.19),27 (13-1-13 50.00%),5 (0.19)
33,"Mead, Darren",27y 41d,29 (14-1-14 50.00%),2 (0.07),←,
13,"Morton, Danny",24y 312d,37 (8-0-29 21.62%),21 (0.57),7 (4-0-3 57.14%),4 (0.57)
4,"Naish, Chris",26y 224d,150 (63-1-86 42.33%),220 (1.47),7 (4-0-3 57.14%),8 (1.14)
14,"Paxman, Stephen",27y 156d,131 (36-1-94 27.86%),18 (0.14),29 (14-1-14 50.00%),
30,"Poole, Darryl",26y 38d,17 (8-0-9 47.06%),10 (0.59),←,
2,"Primus, Matthew",23y 117d,49 (15-1-33 31.63%),12 (0.24),29 (14-1-14 50.00%),7 (0.24)
36,"Stevens, Nick",18y 126d,2 (2-0-0 100.00%),3 (1.50),←,
16,"Tredrea, Warren",19y 136d,8 (4-0-4 50.00%),15 (1.88),←,
1,"Wanganeen, Gavin",24y 325d,152 (86-4-62 57.89%),80 (0.53),25 (13-1-11 54.00%),17 (0.68)
15,"Wilson, Michael",21y 169d,29 (14-1-14 50.00%),16 (0.55),←,
Totals,Totals,23y 119d,1109 (518-19-572 46.71%),695 (0.63),,
C,"Cahill, John",58y 12d,76 (41-1-34 54.61%),,29 (14-1-14 50.00%),
