Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Dempsey, Courtenay",7,,2,9,1,,,4.0,,1.0,1.0,1.0,2.0,,,4.0,5.0,,,1.0,1.0,,75.0
2,"Dyson, Ricky",18,7,9,27,,1.0,,3.0,1.0,2.0,5.0,,,,,9.0,17.0,,,,4.0,,70.0
31,"Fletcher, Dustin",24,4,3,27,,,,1.0,9.0,,2.0,1.0,,,,9.0,12.0,,,3.0,,,94.0
39,"Hocking, Heath",7,4,13,20,1,,,3.0,3.0,2.0,,3.0,1.0,1.0,,7.0,13.0,,,2.0,1.0,,91.0
26,"Hooker, Cale",5,8,14,19,,,3.0,3.0,,3.0,1.0,4.0,,1.0,,2.0,16.0,1.0,,,,,61.0
22,"Hurley, Michael",9,8,11,20,,,,,4.0,,,1.0,1.0,1.0,,6.0,13.0,3.0,,2.0,,,92.0
14,"Lonergan, Sam",7,6,10,17,,,,6.0,,1.0,2.0,2.0,1.0,2.0,,6.0,11.0,2.0,,2.0,,,66.0
42,"Lovett-Murray, Nathan",8,6,11,19,,,1.0,4.0,,2.0,,2.0,,1.0,,3.0,15.0,,1.0,3.0,1.0,1.0,77.0
13,"Lovett, Andrew",8,2,4,12,,,,4.0,1.0,2.0,,1.0,,,,3.0,9.0,,,3.0,1.0,1.0,84.0
25,"Lucas, Scott",7,2,2,9,,,,4.0,1.0,2.0,,2.0,,2.0,,3.0,5.0,,,3.0,,1.0,96.0
33,"McPhee, Adam",9,9,7,16,,1.0,,4.0,2.0,2.0,,2.0,,1.0,,5.0,10.0,3.0,1.0,2.0,,1.0,92.0
6,"Monfries, Angus",12,7,11,23,,,,4.0,,2.0,,5.0,2.0,2.0,,10.0,13.0,1.0,2.0,,,,86.0
1,"Neagle, Jay",9,8,4,13,3,,,3.0,,3.0,,3.0,,,,6.0,6.0,3.0,3.0,1.0,,,97.0
16,"Pears, Tayte",9,3,11,20,,,,6.0,5.0,,2.0,,1.0,,,8.0,12.0,,,,2.0,,93.0
9,"Prismall, Brent",11,4,9,20,1,,,2.0,1.0,2.0,5.0,1.0,1.0,,,6.0,13.0,,1.0,,,,70.0
37,"Reimers, Kyle",6,,4,10,2,,,5.0,,4.0,2.0,2.0,,1.0,,6.0,4.0,,,2.0,2.0,,76.0
30,"Ryder, Paddy",4,4,6,10,1,1.0,23.0,6.0,,1.0,,,,,,6.0,4.0,2.0,2.0,4.0,,,78.0
21,"Skipworth, Hayden",9,6,8,17,,,,5.0,,4.0,,2.0,1.0,1.0,,5.0,13.0,,,,,3.0,85.0
20,"Slattery, Henry",7,3,8,15,,1.0,,7.0,1.0,,2.0,3.0,1.0,2.0,,3.0,11.0,,,4.0,,,82.0
5,"Stanton, Brent",16,6,8,24,,,,3.0,3.0,7.0,3.0,1.0,,,,6.0,21.0,,,3.0,2.0,1.0,75.0
4,"Watson, Jobe",14,4,15,29,,1.0,,10.0,1.0,9.0,3.0,4.0,2.0,2.0,,11.0,18.0,,,4.0,,,83.0
12,"Welsh, Andrew",6,1,10,16,1,,,7.0,,1.0,,4.0,1.0,1.0,,6.0,10.0,,,1.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,102,180,392,10,8.0,27.0,94.0,32.0,50.0,28.0,44.0,14.0,18.0,,130.0,251.0,15.0,10.0,40.0,14.0,8.0,
Opposition,Opposition,201,96,251,452,14,11.0,37.0,58.0,39.0,49.0,41.0,41.0,18.0,14.0,6.0,153.0,304.0,8.0,11.0,57.0,20.0,9.0,
