Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
40,"de Boer, Matt",19y 60d,2 (2-0-0 100.00%),1 (0.50),←,
25,"Dodd, Steven",25y 323d,83 (39-0-44 46.99%),5 (0.06),←,
41,"Duffield, Paul",24y 93d,30 (12-0-18 40.00%),8 (0.27),←,
14,"Grover, Antoni",29y 59d,153 (68-0-85 44.44%),19 (0.12),←,
4,"Hasleby, Paul",27y 331d,173 (75-0-98 43.35%),102 (0.59),←,
43,"Hayden, Roger",28y 151d,98 (50-0-48 51.02%),9 (0.09),←,
32,"Hill, Stephen",19y 8d,7 (3-0-4 42.86%),5 (0.71),←,
19,"Hinkley, Clayton",20y 77d,9 (4-0-5 44.44%),3 (0.33),←,
5,"Ibbotson, Garrick",21y 55d,27 (9-0-18 33.33%),8 (0.30),←,
37,"Johnson, Michael",24y 201d,81 (40-0-41 49.38%),18 (0.22),←,
18,"McPharlin, Luke",27y 159d,140 (71-0-69 50.71%),97 (0.69),128 (63-0-65 49.22%),94 (0.73)
16,"Mundy, David",23y 293d,93 (44-0-49 47.31%),30 (0.32),←,
28,"Murphy, Ryan",23y 350d,44 (25-0-19 56.82%),45 (1.02),←,
29,"Pavlich, Matthew",27y 129d,201 (86-0-115 42.79%),390 (1.94),←,
7,"Peake, Brett",25y 308d,64 (32-0-32 50.00%),37 (0.58),←,
13,"Pratt, Luke",19y 213d,1 (1-0-0 100.00%),,←,
31,"Sandilands, Aaron",26y 154d,122 (61-0-61 50.00%),38 (0.31),←,
3,"Schammer, Byron",23y 322d,112 (59-0-53 52.68%),35 (0.31),←,
6,"Solomon, Dean",29y 120d,197 (105-1-91 53.55%),77 (0.39),39 (13-0-26 33.33%),21 (0.54)
8,"Suban, Nick",19y,7 (3-0-4 42.86%),1 (0.14),←,
20,"Tarrant, Chris",28y 233d,205 (91-0-114 44.39%),356 (1.74),44 (16-0-28 36.36%),57 (1.30)
22,"Thornton, Scott",26y 240d,77 (36-0-41 46.75%),13 (0.17),←,
Totals,Totals,24y 226d,1926 (916-1-1009 47.56%),1297 (0.67),,
C,"Harvey, Mark",43y 332d,36 (13-0-23 36.11%),,←,
