0,1,2,3,4,5,6
←,"Round: Qualifying Final Venue: Football Park Date: Sun, 7-Sep-1997 12:30 PM (1:00 PM) Attendance: 43831","Round: Qualifying Final Venue: Football Park Date: Sun, 7-Sep-1997 12:30 PM (1:00 PM) Attendance: 43831","Round: Qualifying Final Venue: Football Park Date: Sun, 7-Sep-1997 12:30 PM (1:00 PM) Attendance: 43831","Round: Qualifying Final Venue: Football Park Date: Sun, 7-Sep-1997 12:30 PM (1:00 PM) Attendance: 43831","Round: Qualifying Final Venue: Football Park Date: Sun, 7-Sep-1997 12:30 PM (1:00 PM) Attendance: 43831",→
←,Adelaide,4.4.28,6.10.46,10.10.70,14.15.99,→
←,West Coast,3.1.19,4.6.30,7.9.51,9.12.66,→
←,Qrt margin,AD by 9,AD by 16,AD by 19,AD by 33,→
←,Qrt scores,AD 28-19,AD 18-11,AD 24-21,AD 29-15,→
←,Field umpires,"Rowan Sawers (405), Brett Allen (109), Denis Rich (251)","Rowan Sawers (405), Brett Allen (109), Denis Rich (251)","Rowan Sawers (405), Brett Allen (109), Denis Rich (251)","Rowan Sawers (405), Brett Allen (109), Denis Rich (251)",→
