Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Akermanis, Jason",11,6,4,15,2,1.0,,,,,,,,2.0,,,,,,,,,
10,"Ashcroft, Marcus",18,5,10,28,,,,1.0,,,,,,1.0,,,,,,,,,
1,"Champion, Richard",7,2,7,14,,1.0,,,,,,,1.0,1.0,,,,,,,,,
5,"Chapman, Nathan",7,1,,7,,,,,,,,,,,,,,,,,,,
16,"Clarke, Matthew",3,5,5,8,,,14.0,,,,,,3.0,2.0,3.0,,,,,,,,
6,"Fletcher, Adrian",16,11,23,39,1,,,1.0,,,,,2.0,1.0,,,,,,,,,
37,"Frigo, Rudi",3,1,,3,,2.0,,,,,,,1.0,,,,,,,,,,
8,"Gowers, Andrew",14,10,5,19,,1.0,,,,,,,,,,,,,,,,,
32,"Hart, Shaun",13,4,8,21,,1.0,,2.0,,,,,,,,,,,,,,,
21,"Hodges, Shane",4,1,6,10,,,,,,,,,2.0,,,,,,,,,,
41,"Kennedy, Matthew",11,5,4,15,,4.0,2.0,,,,,,,,,,,,,,,,
34,"Lawrence, Steven",6,1,7,13,,,,2.0,,,,,,2.0,,,,,,,,,
23,"Leppitsch, Justin",7,3,3,10,,,,,,,,,2.0,1.0,,,,,,,,,
17,"Leslie, Martin",6,4,1,7,,,,1.0,,,,,,1.0,,,,,,,,,
2,"McAdam, Gilbert",16,4,15,31,1,,,2.0,,,,,,1.0,,,,,,,,,
19,"McLean, Michael",7,2,9,16,,,,1.0,,,,,3.0,,,,,,,,,,
4,"McRae, Craig",17,5,16,33,,3.0,,1.0,,,,,1.0,,1.0,,,,,,,,
22,"Scott, Chris",12,8,1,13,5,6.0,,,,,,,1.0,1.0,,,,,,,,,
38,"Scott, Dion",7,6,3,10,3,,4.0,2.0,,,,,1.0,3.0,,,,,,,,,
3,"Voss, Michael",13,5,3,16,4,6.0,,1.0,,,,,3.0,1.0,2.0,,,,,,,,
33,"White, Darryl",10,5,7,17,1,2.0,,1.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,94,137,345,17,30.0,20.0,15.0,,,,,20.0,18.0,6.0,,,,,,,,
Opposition,Opposition,167,60,112,279,10,14.0,3.0,28.0,,,,,18.0,20.0,,,,,,,,,
