Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Breust, Luke",7,3,3,10,1,1.0,,2.0,1.0,,3.0,1.0,2.0,1.0,,5.0,6.0,,1.0,1.0,,,84.0
9,"Burgoyne, Shaun",12,6,9,21,1,,,3.0,6.0,2.0,3.0,3.0,1.0,,,8.0,10.0,,,6.0,2.0,,86.0
18,"Ceglar, Jonathon",5,4,3,8,1,,19.0,,1.0,2.0,2.0,3.0,2.0,2.0,,6.0,3.0,2.0,1.0,1.0,,,81.0
46,"Cousins, James",8,1,7,15,1,,,1.0,,3.0,5.0,2.0,2.0,1.0,,8.0,6.0,,,,,,73.0
12,"Frawley, James",5,2,1,6,,,,,1.0,,,,1.0,,,1.0,5.0,,,3.0,,,80.0
13,"Glass, Conor",6,4,5,11,,,,3.0,1.0,,,2.0,1.0,2.0,,2.0,12.0,,,2.0,,,80.0
19,"Gunston, Jack",10,3,6,16,,,,3.0,,2.0,,3.0,,,,5.0,9.0,,1.0,1.0,,2.0,89.0
15,"Hardwick, Blake",9,4,4,13,,,,1.0,3.0,2.0,,2.0,1.0,1.0,,4.0,5.0,,,5.0,,,86.0
31,"Henderson, Ricky",9,5,10,19,1,,,4.0,3.0,1.0,2.0,3.0,1.0,,,7.0,13.0,1.0,1.0,5.0,,,86.0
4,"Impey, Jarman",9,5,1,10,1,1.0,,3.0,,2.0,1.0,,1.0,,,3.0,8.0,,,1.0,,1.0,83.0
8,"Lewis, Mitch",6,4,2,8,2,1.0,1.0,2.0,,2.0,1.0,,2.0,,,7.0,1.0,3.0,3.0,1.0,,,65.0
23,"OBrien, Tim",7,6,6,13,,,,,4.0,,1.0,5.0,2.0,2.0,,9.0,7.0,1.0,,6.0,,,87.0
10,"OMeara, Jaeger",14,6,7,21,,,,11.0,,5.0,5.0,5.0,,2.0,,7.0,13.0,,1.0,1.0,,1.0,86.0
27,"Pittonet, Marc",2,1,9,11,,,20.0,3.0,,,2.0,3.0,,1.0,,7.0,4.0,1.0,,5.0,,,64.0
28,"Puopolo, Paul",6,4,5,11,,,,4.0,,3.0,,1.0,1.0,,,6.0,5.0,,,,,1.0,84.0
21,"Scully, Tom",10,3,7,17,1,,,3.0,2.0,4.0,2.0,,1.0,,,4.0,11.0,,,,,,91.0
26,"Shiels, Liam",9,3,8,17,,1.0,,8.0,2.0,3.0,6.0,4.0,,2.0,,6.0,10.0,,1.0,,,,88.0
6,"Sicily, James",16,9,7,23,,,,3.0,11.0,,,7.0,,3.0,,7.0,15.0,2.0,,4.0,,,95.0
16,"Smith, Isaac",14,2,5,19,,,,1.0,2.0,5.0,3.0,5.0,1.0,,,4.0,14.0,,,,,1.0,86.0
24,"Stratton, Ben",4,2,2,6,,,,1.0,1.0,,,,2.0,,,3.0,3.0,,,8.0,,,90.0
20,"Wingard, Chad",7,1,1,8,1,,,3.0,1.0,3.0,1.0,1.0,,1.0,,3.0,4.0,1.0,,,1.0,,63.0
5,"Worpel, James",18,3,7,25,,,,5.0,1.0,7.0,3.0,3.0,2.0,,,6.0,17.0,1.0,,,,,73.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,81,115,308,10,6.0,40.0,64.0,40.0,46.0,40.0,53.0,23.0,18.0,,118.0,181.0,12.0,9.0,50.0,3.0,6.0,
Opposition,Opposition,224,102,143,367,12,13.0,48.0,45.0,36.0,53.0,38.0,52.0,18.0,23.0,6.0,145.0,216.0,14.0,11.0,61.0,3.0,8.0,
