Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",25y 169d,52 (26-0-26 50.00%),1 (0.02),←,
18,"Cameron, Jeremy",26y 5d,133 (56-3-74 43.23%),341 (2.56),←,
3,"Coniglio, Stephen",25y 112d,121 (56-1-64 46.69%),66 (0.55),←,
16,"Daniels, Brent",20y 28d,10 (7-0-3 70.00%),6 (0.60),←,
1,"Davis, Phil",28y 219d,146 (71-3-72 49.66%),6 (0.04),128 (60-3-65 48.05%),5 (0.04)
24,"de Boer, Matt",29y 27d,171 (98-4-69 58.48%),70 (0.41),33 (20-3-10 65.15%),22 (0.67)
31,"Finlayson, Jeremy",23y 56d,18 (8-2-8 50.00%),9 (0.50),←,
19,"Haynes, Nick",26y 323d,107 (51-3-53 49.07%),9 (0.08),←,
27,"Himmelberg, Harry",22y 333d,43 (28-1-14 66.28%),40 (0.93),←,
2,"Hopper, Jacob",22y 59d,47 (30-1-16 64.89%),21 (0.45),←,
22,"Kelly, Josh",24y 53d,101 (57-2-42 57.43%),64 (0.63),←,
40,"Kennedy, Adam",26y 268d,95 (34-0-61 35.79%),8 (0.08),←,
38,"Lloyd, Daniel",27y 47d,24 (13-3-8 60.42%),17 (0.71),←,
41,"Mumford, Shane",32y 275d,173 (111-4-58 65.32%),52 (0.30),73 (42-2-29 58.90%),13 (0.18)
50,"Reid, Sam",29y 150d,67 (37-3-27 57.46%),27 (0.40),57 (31-3-23 57.02%),26 (0.46)
23,"Shaw, Heath",33y 130d,285 (174-5-106 61.93%),39 (0.14),112 (64-3-45 58.48%),2 (0.02)
11,"Sheridan, Tom",25y 160d,82 (41-0-41 50.00%),31 (0.38),1 (1-0-0 100.00%),
14,"Taranto, Tim",21y 68d,40 (25-1-14 63.75%),17 (0.43),←,
15,"Taylor, Sam",19y 336d,11 (9-0-2 81.82%),,←,
20,"Tomlinson, Adam",25y 239d,118 (48-3-67 41.95%),31 (0.26),←,
6,"Whitfield, Lachie",24y 262d,117 (54-3-60 47.44%),49 (0.42),←,
29,"Williams, Zac",24y 198d,81 (42-0-39 51.85%),21 (0.26),←,
Totals,Totals,25y 243d,2042 (1076-42-924 52.69%),925 (0.45),,
C,"Cameron, Leon",46y 216d,120 (65-3-52 55.42%),,←,
