Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
22,"Breust, Luke",28y 236d,200 (141-1-58 70.75%),383 (1.91),←,
9,"Burgoyne, Shaun",36y 257d,369 (246-2-121 66.94%),285 (0.77),212 (149-2-61 70.75%),114 (0.54)
12,"Frawley, James",30y 288d,218 (83-1-134 38.30%),24 (0.11),79 (49-0-30 62.03%),6 (0.08)
13,"Glass, Conor",21y 280d,17 (8-0-9 47.06%),1 (0.06),←,
19,"Gunston, Jack",27y 262d,187 (123-1-63 66.04%),360 (1.93),173 (118-1-54 68.50%),340 (1.97)
41,"Hanrahan, Oliver",20y 312d,2 (1-0-1 50.00%),3 (1.50),←,
15,"Hardwick, Blake",22y 150d,59 (32-1-26 55.08%),4 (0.07),←,
31,"Henderson, Ricky",30y 297d,145 (72-1-72 50.00%),77 (0.53),55 (26-1-28 48.18%),34 (0.62)
17,"Howe, Daniel",23y 213d,56 (35-1-20 63.39%),11 (0.20),←,
4,"Impey, Jarman",23y 361d,114 (61-0-53 53.51%),51 (0.45),39 (21-0-18 53.85%),17 (0.44)
8,"Lewis, Mitch",20y 264d,9 (3-0-6 33.33%),9 (1.00),←,
7,"McEvoy, Ben",29y 359d,200 (115-3-82 58.25%),84 (0.42),109 (64-1-44 59.17%),57 (0.52)
11,"Nash, Conor",20y 342d,12 (6-0-6 50.00%),5 (0.42),←,
23,"OBrien, Tim",25y 99d,56 (34-1-21 61.61%),37 (0.66),←,
10,"OMeara, Jaeger",25y 132d,85 (39-0-46 45.88%),52 (0.61),41 (21-0-20 51.22%),25 (0.61)
28,"Puopolo, Paul",31y 215d,183 (129-0-54 70.49%),178 (0.97),←,
21,"Scully, Tom",28y 51d,166 (66-3-97 40.66%),81 (0.49),14 (5-0-9 35.71%),8 (0.57)
26,"Shiels, Liam",28y 67d,198 (135-1-62 68.43%),72 (0.36),←,
6,"Sicily, James",24y 180d,75 (41-1-33 55.33%),55 (0.73),←,
16,"Smith, Isaac",30y 187d,193 (135-1-57 70.21%),156 (0.81),←,
24,"Stratton, Ben",30y 126d,181 (123-1-57 68.23%),1 (0.01),←,
5,"Worpel, James",20y 162d,26 (14-0-12 53.85%),11 (0.42),←,
Totals,Totals,26y 187d,2751 (1642-19-1090 59.69%),1940 (0.71),,
C,"Clarkson, Alastair",51y 69d,344 (211-2-131 61.63%),,←,
