Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
46,"Baguley, Mark",25y 354d,13 (6-0-7 46.15%),1 (0.08),←,
2,"Bellchambers, Tom",23y 305d,50 (20-1-29 41.00%),31 (0.62),←,
22,"Carlisle, Jake",21y 221d,34 (17-0-17 50.00%),7 (0.21),←,
12,"Crameri, Stewart",24y 273d,47 (25-1-21 54.26%),82 (1.74),←,
29,"Davey, Alwyn",28y 360d,93 (45-1-47 48.92%),115 (1.24),←,
31,"Fletcher, Dustin",38y 3d,369 (217-5-147 59.49%),69 (0.19),←,
9,"Goddard, Brendon",27y 355d,212 (132-3-77 62.97%),109 (0.51),7 (6-0-1 85.71%),5 (0.71)
3,"Gumbleton, Scott",24y 280d,32 (13-0-19 40.63%),44 (1.38),←,
34,"Hardingham, Kyle",24y 251d,52 (25-1-26 49.04%),10 (0.19),←,
21,"Heppell, Dyson",20y 361d,49 (26-1-22 54.08%),9 (0.18),←,
1,"Hibberd, Michael",23y 127d,29 (17-0-12 58.62%),3 (0.10),←,
39,"Hocking, Heath",25y 134d,87 (42-2-43 49.43%),31 (0.36),←,
26,"Hooker, Cale",24y 209d,73 (32-1-40 44.52%),5 (0.07),←,
40,"Howlett, Ben",24y 201d,64 (33-1-30 52.34%),29 (0.45),←,
18,"Hurley, Michael",22y 343d,68 (31-2-35 47.06%),83 (1.22),←,
38,"Kommer, Nick",22y 224d,5 (4-0-1 80.00%),2 (0.40),←,
42,"Lovett-Murray, Nathan",30y 173d,143 (53-2-88 37.76%),72 (0.50),←,
17,"Melksham, Jake",21y 254d,65 (30-1-34 46.92%),27 (0.42),←,
23,"Myers, David",23y 314d,52 (25-0-27 48.08%),14 (0.27),←,
4,"Watson, Jobe",28y 91d,161 (69-3-89 43.79%),87 (0.54),←,
8,"Winderlich, Jason",28y 212d,103 (38-1-64 37.38%),54 (0.52),←,
11,"Zaharakis, David",23y 78d,73 (37-1-35 51.37%),68 (0.93),←,
Totals,Totals,25y 183d,1874 (937-27-910 50.00%),952 (0.51),,
C,"Hird, James",40y 95d,52 (28-1-23 54.81%),,←,
